club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,Year
LOSC Lille,Thierry Oleksiak,31.0,France,Defensive Midfield,DM,,SCO Angers,France,,out,summer,Ligue 1,1993,False,,1993
LOSC Lille,François Brisson,35.0,France,Left Winger,LW,,Career break,,,out,summer,Ligue 1,1993,False,,1993
LOSC Lille,Alain Fiard,34.0,France,Defensive Midfield,DM,,Retired,,,out,summer,Ligue 1,1993,False,,1993
LOSC Lille,Benoît Tihy,33.0,France,defence,defence,,Retired,,,out,summer,Ligue 1,1993,False,,1993
LOSC Lille,Dominique Thomas,30.0,France,Left-Back,LB,,Retired,,,out,summer,Ligue 1,1993,False,,1993
LOSC Lille,Samba N'Diaye,20.0,Senegal,Centre-Forward,CF,,FC Metz,France,0.0,out,summer,Ligue 1,1993,True,end of loan,1993
Montpellier HSC,Zalán Zombori,18.0,Hungary,Attacking Midfield,AM,,Vasas SC,Hungary,0.0,in,summer,Ligue 1,1993,True,free loan,1993
Montpellier HSC,Jérôme Sykora,22.0,France,Goalkeeper,GK,,Unknown,,,in,summer,Ligue 1,1993,False,,1993
Montpellier HSC,Olivier Pickeu,23.0,France,Centre-Forward,CF,,Toulouse,France,,out,summer,Ligue 1,1993,False,,1993
Montpellier HSC,Kader Ferhaoui,28.0,Algeria,Left Midfield,LM,,Cannes,France,,out,summer,Ligue 1,1993,False,,1993
Montpellier HSC,Jérôme Palatsi,23.0,France,Goalkeeper,GK,,Rouen,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
Montpellier HSC,Clément Garcia,25.0,France,attack,attack,,LOSC Lille,France,,out,summer,Ligue 1,1993,False,,1993
Montpellier HSC,Wilbert Suvrijn,30.0,Netherlands,Defensive Midfield,DM,,Retired,,,out,summer,Ligue 1,1993,False,,1993
Montpellier HSC,Pierre-Yves Bricon,29.0,France,defence,defence,,Retired,,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Éric Roy,25.0,France,Defensive Midfield,DM,,SC Toulon 83,France,0.0,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Abédi Pelé,28.0,Ghana,Attacking Midfield,AM,,Marseille,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Manuel Amoros,31.0,France,Right-Back,RB,,Marseille,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Stéphane Roche,22.0,France,Central Midfield,CM,,FC Martigues,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Pascal Olmeta,32.0,France,Goalkeeper,GK,,Marseille,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Marcelo Djian,26.0,Brazil,Centre-Back,CB,,Corinthians,Brazil,,in,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Rémi Garde,27.0,France,Defensive Midfield,DM,,R. Strasbourg,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Ghislain Anselmini,23.0,France,Left-Back,LB,,Guingamp,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
Olympique Lyon,Pascal Fugier,24.0,France,Right-Back,RB,,Marseille,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Gilles Rousset,29.0,France,Goalkeeper,GK,,Marseille,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Éric Péan,29.0,France,Sweeper,SW,,SCO Angers,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Patrice Ferri,29.0,France,Centre-Back,CB,,Montreal Impact,Canada,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Alfonso Fernández Leal,30.0,Spain,midfield,midfield,,Unknown,,,out,summer,Ligue 1,1993,False,,1993
Olympique Lyon,Marcelo Djian,26.0,Brazil,Centre-Back,CB,,Corinthians,Brazil,,in,winter,Ligue 1,1993,False,,1993
Olympique Marseille,Stéphane Porato,19.0,France,Goalkeeper,GK,,SC Toulon 83,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,William Prunier,25.0,France,Centre-Back,CB,,AJ Auxerre,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Rui Barros,27.0,Portugal,Attacking Midfield,AM,,Monaco,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Daniel Dutuel,25.0,France,Central Midfield,CM,,AJ Auxerre,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Pascal Fugier,24.0,France,Right-Back,RB,,Olympique Lyon,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Gilles Rousset,29.0,France,Goalkeeper,GK,,Olympique Lyon,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Fabrice Henry,25.0,France,Central Midfield,CM,,FC Sochaux,France,,in,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Jean-Christophe Marquet,19.0,France,Left-Back,LB,,Cannes,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
Olympique Marseille,Dragan Stojkovic,29.0,Serbia,Attacking Midfield,AM,,Nagoya Grampus,Japan,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Abédi Pelé,28.0,Ghana,Attacking Midfield,AM,,Olympique Lyon,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Franck Sauzée,27.0,France,Central Midfield,CM,,Atalanta,Italy,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Manuel Amoros,31.0,France,Right-Back,RB,,Olympique Lyon,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Igor Dobrovolski,25.0,Russia,Attacking Midfield,AM,,Dinamo Moscow,Russia,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Rafael Martin Vazquez,27.0,Spain,Attacking Midfield,AM,,Real Madrid,Spain,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Jean-Marc Ferreri,30.0,France,Attacking Midfield,AM,,FC Martigues,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Pascal Olmeta,32.0,France,Goalkeeper,GK,,Olympique Lyon,France,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Jean-Jacques Eydelie,27.0,France,Defensive Midfield,DM,,Career break,,,out,summer,Ligue 1,1993,False,,1993
Olympique Marseille,Paulo Futre,27.0,Portugal,Left Winger,LW,,Benfica,Portugal,4500000.0,in,winter,Ligue 1,1993,False,,1993
Olympique Marseille,Sonny Anderson,23.0,Brazil,Centre-Forward,CF,,Servette FC,Switzerland,,in,winter,Ligue 1,1993,False,,1993
Olympique Marseille,Alen Boksic,23.0,Croatia,Centre-Forward,CF,,Lazio,Italy,11000000.0,out,winter,Ligue 1,1993,False,,1993
Olympique Marseille,Marcel Desailly,25.0,France,Centre-Back,CB,,Milan,Italy,5500000.0,out,winter,Ligue 1,1993,False,,1993
Paris Saint-Germain,Raí,28.0,Brazil,Attacking Midfield,AM,,São Paulo,Brazil,5000000.0,in,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Xavier Gravelaine,24.0,France,Centre-Forward,CF,,SM Caen,France,,in,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Luc Borrelli,27.0,France,Goalkeeper,GK,,SC Toulon 83,France,,in,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,José Cobos,25.0,France,Left-Back,LB,,R. Strasbourg,France,,in,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Pascal Nouma,21.0,France,Centre-Forward,CF,,SM Caen,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
Paris Saint-Germain,Amara Simba,31.0,France,Centre-Forward,CF,,Monaco,France,,out,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Bruno Germain,33.0,France,Defensive Midfield,DM,,SCO Angers,France,,out,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Bernard Pardo,32.0,France,Defensive Midfield,DM,,SC Toulon 83,France,,out,summer,Ligue 1,1993,False,,1993
Paris Saint-Germain,Richard Dutruel,20.0,France,Goalkeeper,GK,,SM Caen,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
Paris Saint-Germain,Joël Cloarec,27.0,France,attack,attack,,US Valenciennes,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
RC Lens,Anicet Saussé,25.0,France,defence,defence,,Olympique Alès,France,,in,summer,Ligue 1,1993,False,,1993
RC Lens,Frédéric Meyrieu,25.0,France,Attacking Midfield,AM,,SC Toulon 83,France,,in,summer,Ligue 1,1993,False,,1993
RC Lens,Patrice Marquet,26.0,France,Left Midfield,LM,,G. Bordeaux,France,,in,summer,Ligue 1,1993,False,,1993
RC Lens,Emmanuel Hutteau,24.0,France,Left-Back,LB,,CS Sedan,France,,out,summer,Ligue 1,1993,False,,1993
RC Lens,Mustapha El Haddaoui,31.0,Morocco,Central Midfield,CM,,SCO Angers,France,,out,summer,Ligue 1,1993,False,,1993
RC Lens,Marc Maufroy,23.0,France,attack,attack,,Le Mans UC 72,France,,out,summer,Ligue 1,1993,False,,1993
RC Lens,Anicet Saussé,24.0,France,defence,defence,,Olympique Alès,France,,out,summer,Ligue 1,1993,False,,1993
RC Lens,Christophe Delmotte,24.0,France,Left-Back,LB,,CS Sedan,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
RC Lens,Felix Aladesanmi Ademola,19.0,Nigeria,midfield,midfield,,Stationery Stores FC,Nigeria,,in,winter,Ligue 1,1993,False,,1993
RC Lens,Patrice Marquet,27.0,France,Left Midfield,LM,,AC Le Havre,France,,out,winter,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Joël Corminboeuf,29.0,Switzerland,Goalkeeper,GK,,Xamax,Switzerland,,in,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Rémi Garde,27.0,France,Defensive Midfield,DM,,Olympique Lyon,France,,in,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,David Régis,24.0,United States,Centre-Back,CB,,US Valenciennes,France,,in,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Wilfrid Gohel,24.0,France,Right Winger,RW,,US Valenciennes,France,,in,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Philippe Thys,33.0,France,Left-Back,LB,,SC Toulon 83,France,,in,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Stephen Keshi,31.0,Nigeria,Centre-Back,CB,,RWD Molenbeek,Belgium,,out,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Jean-Jacques Etamé,26.0,Cameroon,midfield,midfield,,LOSC Lille,France,,out,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Éric Mura,30.0,France,Right-Back,RB,,SC Bastia,France,,out,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,José Cobos,25.0,France,Left-Back,LB,,Paris SG,France,,out,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Laurent Weber,20.0,France,Goalkeeper,GK,,Louh.-Cuiseaux,France,0.0,out,summer,Ligue 1,1993,True,free loan,1993
RC Strasbourg Alsace,Franck Mary,29.0,France,Goalkeeper,GK,,Without Club,,,out,summer,Ligue 1,1993,False,,1993
RC Strasbourg Alsace,Ivan Hasek,30.0,Czech Republic,Central Midfield,CM,,Sanf. Hiroshima,Japan,,out,winter,Ligue 1,1993,False,,1993
SCO Angers,Christophe Galtier,26.0,France,Centre-Back,CB,,Toulouse,France,0.0,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Nicolas Sachy,25.0,France,Goalkeeper,GK,,USL Dunkerque,France,,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Mustapha El Haddaoui,31.0,Morocco,Central Midfield,CM,,Lens,France,,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Bruno Germain,33.0,France,Defensive Midfield,DM,,Paris SG,France,,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Éric Péan,29.0,France,Sweeper,SW,,Olympique Lyon,France,,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Thierry Oleksiak,31.0,France,Defensive Midfield,DM,,LOSC Lille,France,,in,summer,Ligue 1,1993,False,,1993
SCO Angers,Laurent Viaud,23.0,France,Defensive Midfield,DM,,Monaco,France,,out,summer,Ligue 1,1993,False,,1993
SCO Angers,Raphaël Garcia,21.0,France,midfield,midfield,,RC Ancenis,France,,out,summer,Ligue 1,1993,False,,1993
SCO Angers,Dragan Popovic,31.0,Serbia,midfield,midfield,,Retired,,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Pascal Nouma,21.0,France,Centre-Forward,CF,,Paris SG,France,0.0,in,summer,Ligue 1,1993,True,free loan,1993
SM Caen,Arnaud Tanguy,17.0,France,midfield,midfield,,Stade Brest 29,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Ronan Salaün,24.0,France,Centre-Forward,CF,,G. Bordeaux,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Patrick Revelles,24.0,France,Centre-Forward,CF,,Monaco,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Nicolas Huysman,25.0,France,Left Midfield,LM,,FC Metz,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Celio Silva,25.0,Brazil,Centre-Back,CB,,Internacional,Brazil,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Richard Dutruel,20.0,France,Goalkeeper,GK,,Paris SG,France,0.0,in,summer,Ligue 1,1993,True,free loan,1993
SM Caen,Laurent Dufour,18.0,France,midfield,midfield,,Mondeville,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Lilian Nalis,21.0,France,Central Midfield,CM,,AJ Auxerre B,France,,in,summer,Ligue 1,1993,False,,1993
SM Caen,Xavier Gravelaine,24.0,France,Centre-Forward,CF,,Paris SG,France,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Gabriel Calderón,33.0,Argentina,Attacking Midfield,AM,,Lausanne-Sport,Switzerland,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Hubert Fournier,25.0,France,Centre-Back,CB,,Guingamp,France,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Philippe Avenet,26.0,France,Defensive Midfield,DM,,LB Châteauroux,France,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Stéphane Paille,28.0,France,Centre-Forward,CF,,G. Bordeaux,France,,out,summer,Ligue 1,1993,False,,1993
SM Caen,Clément Garcia,25.0,France,attack,attack,,Montpellier,France,0.0,out,summer,Ligue 1,1993,True,end of loan,1993
SM Caen,Aleksandr Mostovoy,25.0,Russia,Attacking Midfield,AM,,Benfica,Portugal,0.0,in,winter,Ligue 1,1993,True,free loan,1993
SM Caen,Edwin Gorter,30.0,Netherlands,Attacking Midfield,AM,,Lommel SK,Belgium,,out,winter,Ligue 1,1993,False,,1993
AC Le Havre,Sébastien Hamel,18.0,France,Goalkeeper,GK,,Monaco,France,0.0,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Claude Fichaux,25.0,France,Centre-Back,CB,,LOSC Lille,France,0.0,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Frédéric Brando,20.0,France,Central Midfield,CM,,Monaco B,Monaco,0.0,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Alain Caveglia,26.0,France,Second Striker,SS,,FC Sochaux,France,,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Cédric Daury,24.0,France,midfield,midfield,,SCO Angers,France,,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Christophe Lagrange,27.0,France,attack,attack,,SCO Angers,France,,in,summer,Ligue 1,1994,False,,1994
AC Le Havre,Thierry Moreau,27.0,France,Attacking Midfield,AM,,Toulouse,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Didier Lelong,24.0,France,midfield,midfield,,FC Saint-Leu,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Joël Tiéhi,30.0,Cote d'Ivoire,Centre-Forward,CF,,Lens,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Fabien Piveteau,30.0,France,Goalkeeper,GK,,Monaco,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Pierre Aubameyang,29.0,Gabon,Sweeper,SW,,Toulouse,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Patrice Marquet,27.0,France,Left Midfield,LM,,Cannes,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Gia Guruli,30.0,Georgia,Centre-Forward,CF,,USL Dunkerque,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Pierre Haon,27.0,France,Defensive Midfield,DM,,AS Lyon-Duchère,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Eric Lestrade,25.0,France,midfield,midfield,,CS Sedan,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,Michel Rio,31.0,France,Attacking Midfield,AM,,Stade Briochin,France,,out,summer,Ligue 1,1994,False,,1994
AC Le Havre,André Kana-Biyik,28.0,Cameroon,Defensive Midfield,DM,,Retired,,,out,summer,Ligue 1,1994,False,,1994
AJ Auxerre,Sabri Lamouchi,22.0,France,Central Midfield,CM,,Olympique Alès,France,0.0,in,summer,Ligue 1,1994,False,,1994
AJ Auxerre,Georges Moureaux,25.0,France,attack,attack,,FC Sète 34,France,,in,summer,Ligue 1,1994,False,,1994
AJ Auxerre,Thomas Deniaud,22.0,France,Centre-Forward,CF,,SCO Angers,France,0.0,out,summer,Ligue 1,1994,True,free loan,1994
AJ Auxerre,Franco Vignola,27.0,France,attack,attack,,Marseille,France,,out,summer,Ligue 1,1994,False,,1994
AJ Auxerre,Stéphane Ferrand,25.0,France,Goalkeeper,GK,,FC Sochaux,France,0.0,out,summer,Ligue 1,1994,True,end of loan,1994
AS Cannes,Christian Potel,20.0,France,Goalkeeper,GK,,Paris SG,France,0.0,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Christophe Horlaville,25.0,France,Centre-Forward,CF,,Rouen,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Jean-Noël Cabezas,27.0,France,Centre-Forward,CF,,SC Toulon 83,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Sébastien Renaud,18.0,France,Goalkeeper,GK,,AJ Auxerre B,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Patrice Marquet,27.0,France,Left Midfield,LM,,AC Le Havre,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Alain Ravera,29.0,France,defence,defence,,Vallauris,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Alexandre Bès,27.0,France,defence,defence,,Olympique Lyon,France,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Lukasz Antczak,18.0,Poland,defence,defence,,Z. Sosnowiec,Poland,,in,summer,Ligue 1,1994,False,,1994
AS Cannes,Christophe Delmotte,25.0,France,Left-Back,LB,,Lens,France,0.0,in,summer,Ligue 1,1994,True,free loan,1994
AS Cannes,Gábor Márton,27.0,Hungary,Attacking Midfield,AM,,Pécsi MFC,Hungary,0.0,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Bernard Lambourde,23.0,France,Centre-Back,CB,,SCO Angers,France,0.0,out,summer,Ligue 1,1994,True,free loan,1994
AS Cannes,Mickaël Madar,26.0,France,Centre-Forward,CF,,Monaco,France,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Tal Banin,23.0,Israel,Defensive Midfield,DM,,Hapoel Haifa,Israel,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Didier Otokoré,25.0,Cote d'Ivoire,Left Winger,LW,,Guingamp,France,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Patrice Lestage,32.0,France,Left-Back,LB,,FC Blagnac,France,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Bertrand Burnier,26.0,France,defence,defence,,AS Lyon-Duchère,France,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Ferhat Khirat,27.0,France,midfield,midfield,,Stade Briochin,France,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,André Amitrano,36.0,France,Goalkeeper,GK,,Retired,,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Marc Andrieux,27.0,France,Right Midfield,RM,,Retired,,,out,summer,Ligue 1,1994,False,,1994
AS Cannes,Franck Priou,31.0,France,Centre-Forward,CF,,Saint-Étienne,France,,out,winter,Ligue 1,1994,False,,1994
AS Monaco,Dan Petersen,22.0,Denmark,Centre-Forward,CF,,Ajax,Netherlands,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Sonny Anderson,23.0,Brazil,Centre-Forward,CF,,Marseille,France,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Éric Di Meco,30.0,France,Left-Back,LB,,Marseille,France,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Mickaël Madar,26.0,France,Centre-Forward,CF,,Cannes,France,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Fabien Piveteau,30.0,France,Goalkeeper,GK,,AC Le Havre,France,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Christophe Buffat,24.0,France,attack,attack,,Olympique Alès,France,,in,summer,Ligue 1,1994,False,,1994
AS Monaco,Jürgen Klinsmann,29.0,Germany,Centre-Forward,CF,,Spurs,England,2750000.0,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Sébastien Hamel,18.0,France,Goalkeeper,GK,,AC Le Havre,France,0.0,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Christian Perez,31.0,France,Attacking Midfield,AM,,LOSC Lille,France,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Sam Dominique Abouo,20.0,Cote d'Ivoire,Centre-Back,CB,,Al-Nassr,Saudi Arabia,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Jérôme Gnako,26.0,France,Attacking Midfield,AM,,FC Sochaux,France,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Amara Simba,32.0,France,Centre-Forward,CF,,SM Caen,France,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Franck Passi,28.0,France,Defensive Midfield,DM,,SD Compostela,Spain,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Christophe Buffat,25.0,France,attack,attack,,Mulhouse S-A,France,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Jean-Luc Ettori,38.0,France,Goalkeeper,GK,,Retired,,,out,summer,Ligue 1,1994,False,,1994
AS Monaco,Erwan Manac'h,23.0,France,Sweeper,SW,,Toulouse,France,,out,winter,Ligue 1,1994,False,,1994
AS Saint-Étienne,Lucién Mettomo,17.0,Cameroon,Centre-Back,CB,,Ocean Kribi,Cameroon,,in,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,David Charrièras,18.0,France,Left-Back,LB,,Unknown,,,in,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Jean-Pierre Cyprien,25.0,France,Centre-Back,CB,,Stade Rennais,France,150000.0,out,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Marcin Szulik,17.0,Poland,midfield,midfield,,Hutnik Warszawa,Poland,,out,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Philippe Cuervo,24.0,France,Right-Back,RB,,FC Sochaux,France,,out,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Étienne Mendy,25.0,France,attack,attack,,FC Sochaux,France,,out,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Joseph-Antoine Bell,39.0,Cameroon,Goalkeeper,GK,,Retired,,,out,summer,Ligue 1,1994,False,,1994
AS Saint-Étienne,Franck Priou,31.0,France,Centre-Forward,CF,,Cannes,France,,in,winter,Ligue 1,1994,False,,1994
AS Saint-Étienne,Roland Wohlfarth,31.0,Germany,Centre-Forward,CF,,VfL Bochum,Germany,,out,winter,Ligue 1,1994,False,,1994
AS Saint-Étienne,Gérald Passi,30.0,France,Attacking Midfield,AM,,Nagoya Grampus,Japan,,out,winter,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,William Prunier,26.0,France,Centre-Back,CB,,Marseille,France,,in,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Daniel Dutuel,26.0,France,Central Midfield,CM,,Marseille,France,,in,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Anthony Bancarel,23.0,France,Centre-Forward,CF,,Toulouse,France,,in,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Laurent Fournier,29.0,France,Defensive Midfield,DM,,Paris SG,France,,in,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,David Costé,18.0,France,Centre-Forward,CF,,Unknown,,,in,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Marcel Dib,33.0,France,Central Midfield,CM,,Marseille,France,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Márcio Santos,24.0,Brazil,Centre-Back,CB,,Fiorentina,Italy,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Stéphane Paille,29.0,France,Centre-Forward,CF,,Olympique Lyon,France,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Stéphane Plancque,33.0,France,Defensive Midfield,DM,,Toulouse,France,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Christophe Vecchioni,25.0,France,Left-Back,LB,,Toulouse,France,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Philippe Vercruysse,32.0,France,Attacking Midfield,AM,,FC Metz,France,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Eric Guérit,30.0,France,Defensive Midfield,DM,,Retired,,,out,summer,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Richard Witschge,25.0,Netherlands,Central Midfield,CM,,Blackburn,England,,out,winter,Ligue 1,1994,False,,1994
FC Girondins Bordeaux,Laurent Croci,29.0,France,Right-Back,RB,,FC Sochaux,France,,out,winter,Ligue 1,1994,False,,1994
FC Martigues,Laurent David,22.0,France,midfield,midfield,,CS Sedan,France,0.0,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Henrik Bertilsson,24.0,Sweden,Centre-Forward,CF,,Halmstads BK,Sweden,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Fabien Artès,16.0,France,defence,defence,,Unknown,,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Serge Romano,30.0,France,midfield,midfield,,Toulouse,France,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Didier Dubois,27.0,France,Centre-Back,CB,,Lens,France,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Eduardo Oliveira,21.0,France,Centre-Back,CB,,Île-Rousse,France,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Abdoul Karim Bangoura,23.0,Guinea,defence,defence,,SC Bastia B,France,,in,summer,Ligue 1,1994,False,,1994
FC Martigues,Jean-Claude Pagal,29.0,Cameroon,Defensive Midfield,DM,,América,Mexico,,out,summer,Ligue 1,1994,False,,1994
FC Martigues,Joël Bossis,29.0,France,Left Winger,LW,,LB Châteauroux,France,,out,summer,Ligue 1,1994,False,,1994
FC Martigues,Jean-Marc Ferreri,31.0,France,Attacking Midfield,AM,,Marseille,France,,out,summer,Ligue 1,1994,False,,1994
FC Martigues,Philippe Anziani,32.0,France,Second Striker,SS,,GFCO Ajaccio,France,,out,summer,Ligue 1,1994,False,,1994
FC Martigues,Stéphane Mazzolini,27.0,France,Right-Back,RB,,Marseille,France,,out,summer,Ligue 1,1994,False,,1994
FC Martigues,Henri-Claude Ferblantier,23.0,France,Centre-Back,CB,,Rouen,France,,out,summer,Ligue 1,1994,False,,1994
FC Metz,Rigobert Song,18.0,Cameroon,Centre-Back,CB,,Tonnerre,Cameroon,,in,summer,Ligue 1,1994,False,,1994
FC Metz,Sylvain Kastendeuch,30.0,France,Sweeper,SW,,Toulouse,France,,in,summer,Ligue 1,1994,False,,1994
