club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,Year
AC Le Havre,Didier Angibeaud,17.0,Cameroon,Centre-Forward,CF,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
AC Le Havre,Jean-Roch Testa,27.0,France,attack,attack,,FC Gueugnon,France,,in,summer,Ligue 1,1992,False,,1992
AC Le Havre,Gia Guruli,28.0,Georgia,Centre-Forward,CF,,GKS Katowice,Poland,,in,summer,Ligue 1,1992,False,,1992
AC Le Havre,Michel Rio,29.0,France,Attacking Midfield,AM,,SM Caen,France,,in,summer,Ligue 1,1992,False,,1992
AC Le Havre,Vaclav Danek,31.0,Czech Republic,Centre-Forward,CF,,FC Tirol,Austria,,out,summer,Ligue 1,1992,False,,1992
AC Le Havre,Graham Rix,34.0,England,Left Midfield,LM,,Dundee FC,Scotland,,out,summer,Ligue 1,1992,False,,1992
AC Le Havre,Patrice Garande,31.0,France,Centre-Forward,CF,,FC Sochaux,France,,out,summer,Ligue 1,1992,False,,1992
AC Le Havre,Jean-Roch Testa,28.0,France,attack,attack,,FC Martigues,France,0.0,out,winter,Ligue 1,1992,True,free loan,1992
AJ Auxerre,Moussa Saïb,23.0,Algeria,Left Midfield,LM,,JS Kabylie,Algeria,38000.0,in,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Frank Verlaat,24.0,Netherlands,Centre-Back,CB,,Lausanne-Sport,Switzerland,,in,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Lilian Laslandes,20.0,France,Centre-Forward,CF,,AS Saint-Seurin,France,,in,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Thierry Bonalair,26.0,France,Left-Back,LB,,FC Nantes,France,,in,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Franco Vignola,25.0,France,attack,attack,,Guingamp,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
AJ Auxerre,Frédéric Darras,25.0,France,Right-Back,RB,,FC Sochaux,France,,out,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Zbigniew Kaczmarek,30.0,Poland,Defensive Midfield,DM,,Guingamp,France,,out,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Jean-Marc Ferreri,29.0,France,Attacking Midfield,AM,,Marseille,France,,out,summer,Ligue 1,1992,False,,1992
AJ Auxerre,Alain Roche,24.0,France,Centre-Back,CB,,Paris SG,France,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Jürgen Klinsmann,27.0,Germany,Centre-Forward,CF,,Inter,Italy,7000000.0,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Sylvain Legwinski,19.0,France,Left Midfield,LM,,Racing Club Vichy,France,0.0,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Christian Perez,29.0,France,Attacking Midfield,AM,,Paris SG,France,,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Franck Dumas,24.0,France,Centre-Back,CB,,SM Caen,France,,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Stjepan Andrijasevic,25.0,Croatia,Right Midfield,RM,,Hajduk Split,Croatia,,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Luiz Henrique,23.0,Brazil,Central Midfield,CM,,Palmeiras,Brazil,,in,summer,Ligue 1,1992,False,,1992
AS Monaco,Denis Schaer,29.0,France,midfield,midfield,,Annecy FC,France,,in,summer,Ligue 1,1992,False,,1992
AS Monaco,George Weah,25.0,Liberia,Centre-Forward,CF,,Paris SG,France,6500000.0,out,summer,Ligue 1,1992,False,,1992
AS Monaco,James Debbah,22.0,Liberia,Centre-Forward,CF,,Olympique Lyon,France,0.0,out,summer,Ligue 1,1992,False,,1992
AS Monaco,John Sivebaek,30.0,Denmark,Right-Back,RB,,Pescara,Italy,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Roger Mendy,32.0,Senegal,Sweeper,SW,,Pescara,Italy,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Jimmy Algérino,20.0,France,Right-Back,RB,,SAS Epinal,France,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Gérald Passi,28.0,France,Attacking Midfield,AM,,Saint-Étienne,France,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Benjamin Clément,26.0,France,Defensive Midfield,DM,,FC Sochaux,France,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Christophe Robert,28.0,France,Left Winger,LW,,US Valenciennes,France,,out,summer,Ligue 1,1992,False,,1992
AS Monaco,Christophe Métais,24.0,France,midfield,midfield,,Retired,,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Miklos Molnar,22.0,Denmark,Centre-Forward,CF,,Standard Liège,Belgium,,in,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Gérald Passi,28.0,France,Attacking Midfield,AM,,Monaco,France,,in,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Stéphane Santini,19.0,France,Right Midfield,RM,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Robin Huc,27.0,France,Goalkeeper,GK,,Toulouse,France,,in,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Pascal Despeyroux,27.0,France,Defensive Midfield,DM,,Toulouse,France,,in,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Pierre Haon,25.0,France,Defensive Midfield,DM,,Perpignan,France,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Fabrice Mège,27.0,France,Attacking Midfield,AM,,OGC Nice,France,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Gilles Giuliano,21.0,France,Centre-Back,CB,,Unknown,,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Dominique Corroyer,27.0,France,Centre-Forward,CF,,US Valenciennes,France,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Gilbert Ceccarelli,29.0,France,Goalkeeper,GK,,Olympique Alès,France,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Franck Solacroup,21.0,France,midfield,midfield,,Toulouse Font.,France,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Thierry Courault,27.0,France,midfield,midfield,,Retired,,,out,summer,Ligue 1,1992,False,,1992
AS Saint-Étienne,Milan Luhovy,30.0,Slovakia,Centre-Forward,CF,,Without Club,,,in,winter,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Zinédine Zidane,20.0,France,Attacking Midfield,AM,,Cannes,France,7000000.0,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Laurent Croci,27.0,France,Right-Back,RB,,FC Sochaux,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Philippe Lucas,28.0,France,Defensive Midfield,DM,,FC Sochaux,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Márcio Santos,22.0,Brazil,Centre-Back,CB,,Botafogo,Brazil,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Jean-Francois Daniel,28.0,France,Central Midfield,CM,,Cannes,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Michel Flos,27.0,France,Attacking Midfield,AM,,Endoume,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Christophe Vecchioni,23.0,France,Left-Back,LB,,Endoume,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Eric Guérit,27.0,France,Defensive Midfield,DM,,Cannes,France,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Valdeir,24.0,Brazil,Second Striker,SS,,Botafogo,Brazil,,in,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Philippe Raschke,24.0,France,Right-Back,RB,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Rainer Ernst,30.0,Germany,Attacking Midfield,AM,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Philippe Fargeon,28.0,France,Second Striker,SS,,FC Chiasso,Switzerland,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Patrice Lestage,30.0,France,Left-Back,LB,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Jean-Pierre Bade,32.0,France,Left-Back,LB,,Saint-Pierroise,Réunion,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Thierry Fernier,27.0,France,Attacking Midfield,AM,,US Valenciennes,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Philippe Lalanne,26.0,France,Attacking Midfield,AM,,ASOA Valence,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Jean-Michel Lavaud,23.0,France,Attacking Midfield,AM,,Trélissac FC,France,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Jean-Marc Ferratge,33.0,France,Right Midfield,RM,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Girondins Bordeaux,Arnór Gudjohnsen,31.0,Iceland,Centre-Forward,CF,,Häcken,Sweden,,out,winter,Ligue 1,1992,False,,1992
FC Metz,Anthony Baffoe,27.0,Ghana,Attacking Midfield,AM,,F. Düsseldorf,Germany,0.0,in,summer,Ligue 1,1992,False,,1992
FC Metz,David Zitelli,23.0,France,Centre-Forward,CF,,AS Nancy,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Mohamed Chaouch,25.0,Morocco,Centre-Forward,CF,,FC Istres,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Olivier Ichoua,21.0,France,midfield,midfield,,La Roche Vendée,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Franck Meyrignac,21.0,France,defence,defence,,US Orléans 45,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Éric Bertrand,28.0,France,defence,defence,,AS Nancy,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Frédéric Hantz,26.0,France,midfield,midfield,,FC Istres,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,François Darcy,24.0,France,Goalkeeper,GK,,Besançon RC,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Jean-Phillippe Séchet,24.0,France,Central Midfield,CM,,AS Nancy,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Thomas Kokkinis,20.0,France,Goalkeeper,GK,,AS Red Star 93,France,,in,summer,Ligue 1,1992,False,,1992
FC Metz,Emmanuel Clément,20.0,France,Defensive Midfield,DM,,Amiens SC,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
FC Metz,Kwame Ayew,18.0,Ghana,Centre-Forward,CF,,Al-Ahli SC,Qatar,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Yannick Stopyra,31.0,France,Centre-Forward,CF,,Mulhouse S-A,France,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Philippe Gaillot,27.0,France,Left-Back,LB,,US Valenciennes,France,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Serge Romano,28.0,France,midfield,midfield,,Toulouse,France,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Thierry Pauk,26.0,France,defence,defence,,Famalicão,Portugal,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Francois Calderaro,28.0,France,Centre-Forward,CF,,Paris SG,France,,out,summer,Ligue 1,1992,False,,1992
FC Metz,François Darcy,25.0,France,Goalkeeper,GK,,AS Poissy,France,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Dragoljub Brnovic,28.0,Montenegro,midfield,midfield,,Without Club,,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Philippe Schuth,25.0,France,Goalkeeper,GK,,Without Club,,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Michel Ettorre,34.0,France,Goalkeeper,GK,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Didier Casini,29.0,France,Right-Back,RB,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Philippe Hinschberger,32.0,France,Attacking Midfield,AM,,Career break,,,out,summer,Ligue 1,1992,False,,1992
FC Metz,Claude Massa,30.0,France,Defensive Midfield,DM,,Guingamp,France,,out,winter,Ligue 1,1992,False,,1992
FC Metz,Thomas Kokkinis,21.0,France,Goalkeeper,GK,,Rouen,France,0.0,out,winter,Ligue 1,1992,True,free loan,1992
FC Nantes,Serge Le Dizet,28.0,France,Right-Back,RB,,Stade Rennais,France,,in,summer,Ligue 1,1992,False,,1992
FC Nantes,Fabien Debotté,28.0,France,Defensive Midfield,DM,,SM Caen,France,,in,summer,Ligue 1,1992,False,,1992
FC Nantes,José Dalmao,22.0,Uruguay,attack,attack,,ES La Rochelle,France,,in,summer,Ligue 1,1992,False,,1992
FC Nantes,Marcel Desailly,23.0,France,Centre-Back,CB,,Marseille,France,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Johnny Mölby,23.0,Denmark,Central Midfield,CM,,Bor. M'gladbach,Germany,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Jorge Burruchaga,29.0,Argentina,Attacking Midfield,AM,,US Valenciennes,France,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Jean-Jacques Eydelie,26.0,France,Defensive Midfield,DM,,Marseille,France,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Thierry Bonalair,26.0,France,Left-Back,LB,,AJ Auxerre,France,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Thierno Youm,32.0,Senegal,attack,attack,,Esperance,Tunisia,,out,summer,Ligue 1,1992,False,,1992
FC Nantes,Joël Henry,30.0,France,Attacking Midfield,AM,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Pavlo Yakovenko,27.0,Ukraine,Defensive Midfield,DM,,Dynamo Kyiv,Ukraine,0.0,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Bertrand Piton,21.0,France,defence,defence,,AS Red Star 93,France,,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Benjamin Clément,26.0,France,Defensive Midfield,DM,,Monaco,France,,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Patrice Garande,31.0,France,Centre-Forward,CF,,AC Le Havre,France,,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Frédéric Darras,25.0,France,Right-Back,RB,,AJ Auxerre,France,,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,André Blanc,25.0,France,midfield,midfield,,SC Toulon Var,France,,in,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Mickaël Madar,24.0,France,Centre-Forward,CF,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Zlatko Vujovic,33.0,Croatia,Centre-Forward,CF,,OGC Nice,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Christophe Gardié,27.0,France,Goalkeeper,GK,,Louh.-Cuiseaux,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Eric Dufournet,23.0,France,Centre-Back,CB,,Louh.-Cuiseaux,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Laurent Croci,27.0,France,Right-Back,RB,,G. Bordeaux,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Philippe Lucas,28.0,France,Defensive Midfield,DM,,G. Bordeaux,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Chérif Oudjani,27.0,Algeria,Centre-Forward,CF,,Beauvais,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Jean-Christophe Thomas,27.0,France,Defensive Midfield,DM,,Marseille,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Pierre-Yves Bricon,28.0,France,defence,defence,,Montpellier,France,,out,summer,Ligue 1,1992,False,,1992
FC Sochaux-Montbéliard,Lobo Carrasco,33.0,Spain,Right Winger,RW,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Dominique Arribagé,21.0,France,Centre-Back,CB,,AS Muret,France,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Vaclav Nemecek,25.0,Czech Republic,Central Midfield,CM,,Sparta Prague,Czech Republic,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Rémy Loret,19.0,France,midfield,midfield,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Serge Romano,28.0,France,midfield,midfield,,FC Metz,France,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Éric Lada,26.0,France,attack,attack,,Marseille,France,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Alain Casanova,30.0,France,Goalkeeper,GK,,Marseille,France,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Philippe Lafon,21.0,France,Goalkeeper,GK,,RC Paris,France,,in,summer,Ligue 1,1992,False,,1992
FC Toulouse,Fabien Barthez,21.0,France,Goalkeeper,GK,,Marseille,France,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Viliam Hyravy,29.0,Slovakia,Attacking Midfield,AM,,Banik Ostrava,Czech Republic,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Robin Huc,27.0,France,Goalkeeper,GK,,Saint-Étienne,France,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Pascal Despeyroux,27.0,France,Defensive Midfield,DM,,Saint-Étienne,France,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Alberto Márcico,32.0,Argentina,Second Striker,SS,,Boca Juniors,Argentina,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Frederic Pons,30.0,France,defence,defence,,ASOA Valence,France,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Jean-Luc Ruty,32.0,France,Centre-Back,CB,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Norbert Almendoz,22.0,France,attack,attack,,Retired,,,out,summer,Ligue 1,1992,False,,1992
FC Toulouse,Olivier Pédémas,24.0,France,Goalkeeper,GK,,Le Mans UC 72,France,,out,winter,Ligue 1,1992,False,,1992
LOSC Lille,Pascal Nouma,20.0,France,Centre-Forward,CF,,Paris SG,France,0.0,in,summer,Ligue 1,1992,True,free loan,1992
LOSC Lille,Samba N'Diaye,19.0,Senegal,Centre-Forward,CF,,FC Metz B,France,0.0,in,summer,Ligue 1,1992,True,free loan,1992
LOSC Lille,José Bray,27.0,France,midfield,midfield,,Cannes,France,,in,summer,Ligue 1,1992,False,,1992
LOSC Lille,Walquir Mota,24.0,Brazil,attack,attack,,FC Tours,France,,in,summer,Ligue 1,1992,False,,1992
LOSC Lille,Edgar Borges,22.0,Uruguay,Attacking Midfield,AM,,Nacional,Uruguay,,in,summer,Ligue 1,1992,False,,1992
LOSC Lille,Michael Mio-Nielsen,27.0,Denmark,Right-Back,RB,,BK Frem,Denmark,,out,summer,Ligue 1,1992,False,,1992
LOSC Lille,Racine Kané,32.0,Senegal,Centre-Back,CB,,Beauvais,France,,out,summer,Ligue 1,1992,False,,1992
LOSC Lille,Antoine Cervetti,30.0,France,Left-Back,LB,,AS Porto Vecchio,France,,out,summer,Ligue 1,1992,False,,1992
LOSC Lille,Victor Da Silva,30.0,France,midfield,midfield,,La Roche Vendée,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Aljosa Asanovic,26.0,Croatia,Central Midfield,CM,,Cannes,France,,in,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Franck Rizzetto,21.0,France,Attacking Midfield,AM,,Olympique Alès,France,,in,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Olivier Pickeu,22.0,France,Centre-Forward,CF,,SM Caen,France,,in,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Joël Fréchet,26.0,France,midfield,midfield,,SCO Angers,France,,in,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Pierre-Yves Bricon,28.0,France,defence,defence,,FC Sochaux,France,,in,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Vincent Guérin,26.0,France,Central Midfield,CM,,Paris SG,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Régis Brouard,25.0,France,Attacking Midfield,AM,,Bourges,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,François Lemasson,28.0,France,Goalkeeper,GK,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Franck Lucchesi,28.0,France,Left-Back,LB,,Nîmes Olympique,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Nikolay Todorov,27.0,Bulgaria,Central Midfield,CM,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Clément Garcia,24.0,France,attack,attack,,SM Caen,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
Montpellier HSC,Alain Bonnafous,23.0,France,Centre-Back,CB,,Chamois Niort,France,,out,summer,Ligue 1,1992,False,,1992
Montpellier HSC,Stéphane Blondeau,24.0,France,Right-Back,RB,,FC Martigues,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
Nîmes Olympique,Laurent Blanc,26.0,France,Centre-Back,CB,,Napoli,Italy,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Dusan Tittel,25.0,Slovakia,Centre-Back,CB,,Slo. Bratislava,Slovakia,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Philippe Mazzuchetti,25.0,France,Attacking Midfield,AM,,OGC Nice,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Gilles Leclerc,25.0,France,Centre-Back,CB,,Perpignan,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Nicolas Marx,18.0,France,Left Winger,LW,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Eric Allibert,16.0,France,Goalkeeper,GK,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Antoine Préget,19.0,France,defence,defence,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Ludovic Gros,19.0,France,midfield,midfield,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Didier Martel,20.0,France,attack,attack,,AJ Auxerre B,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Didier Monczuk,31.0,France,Centre-Forward,CF,,R. Strasbourg,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Franck Lucchesi,28.0,France,Left-Back,LB,,Montpellier,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Christophe Buffat,22.0,France,attack,attack,,OGC Nice B,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Camille Derramond,18.0,France,midfield,midfield,,Unknown,,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Stéphan Lerda,21.0,France,Centre-Back,CB,,Ol. Avignon,France,,in,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,William Ayache,31.0,France,Left-Back,LB,,Cannes,France,,out,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Frédéric Arpinon,23.0,France,Attacking Midfield,AM,,OGC Nice,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
Nîmes Olympique,Fouzi Alidra,20.0,France,midfield,midfield,,Olympique Alès,France,,out,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Vincent Bracigliano,33.0,France,midfield,midfield,,Luçon VF,France,,out,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Aboubacar Cissé,22.0,Cote d'Ivoire,attack,attack,,OGC Nice,France,,out,summer,Ligue 1,1992,False,,1992
Nîmes Olympique,Didier Combe,23.0,France,Left-Back,LB,,Olympique Alès,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
Olympique Lyon,James Debbah,22.0,Liberia,Centre-Forward,CF,,Monaco,France,0.0,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Torben Frank,24.0,Denmark,Centre-Forward,CF,,Lyngby FC,Denmark,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Samassi Abou,19.0,France,Centre-Forward,CF,,FC Martigues,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Franck Gava,22.0,France,Left Midfield,LM,,AS Nancy,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Laurent Delamontagne,26.0,France,Centre-Forward,CF,,Stade Rennais,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Éric Péan,28.0,France,Sweeper,SW,,SC Toulon Var,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Patrice Ferri,28.0,France,Centre-Back,CB,,SC Toulon Var,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Thomas Pfannkuch,22.0,Germany,Centre-Back,CB,,E. Braunschweig,Germany,0.0,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Pierre Chavrondier,20.0,France,midfield,midfield,,FC Martigues,France,0.0,out,summer,Ligue 1,1992,True,free loan,1992
Olympique Lyon,Aziz Bouderbala,31.0,Morocco,Attacking Midfield,AM,,Estoril Praia,Portugal,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Stéphane Roche,21.0,France,Central Midfield,CM,,FC Martigues,France,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Ali Bouafia,27.0,Algeria,Left Winger,LW,,R. Strasbourg,France,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Milos Bursac,27.0,Serbia,Centre-Forward,CF,,Celta de Vigo,Spain,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Laurent Lassagne,26.0,France,Left-Back,LB,,Amiens SC,France,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Jean-Marc Knapp,29.0,France,Centre-Back,CB,,Amiens SC,France,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Alain Baré,25.0,France,attack,attack,,Unknown,,,out,summer,Ligue 1,1992,False,,1992
Olympique Lyon,Alim Ben Mabrouk,32.0,Algeria,Defensive Midfield,DM,,Retired,,,out,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Rudi Völler,32.0,Germany,Centre-Forward,CF,,AS Roma,Italy,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Fabien Barthez,21.0,France,Goalkeeper,GK,,Toulouse,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Marcel Desailly,23.0,France,Centre-Back,CB,,FC Nantes,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,François Omam-Biyik,26.0,Cameroon,Centre-Forward,CF,,Cannes,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Rafael Martin Vazquez,26.0,Spain,Attacking Midfield,AM,,Torino,Italy,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Jean-Christophe Thomas,27.0,France,Defensive Midfield,DM,,FC Sochaux,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Jean-Jacques Eydelie,26.0,France,Defensive Midfield,DM,,FC Nantes,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Jean-Marc Ferreri,29.0,France,Attacking Midfield,AM,,AJ Auxerre,France,,in,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Jean-Pierre Papin,28.0,France,Centre-Forward,CF,,Milan,Italy,12000000.0,out,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Leonardo Rodríguez,25.0,Argentina,Attacking Midfield,AM,,Atalanta,Italy,4800000.0,out,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Trevor Steven,28.0,England,Right Midfield,RM,,Rangers,Scotland,2600000.0,out,summer,Ligue 1,1992,False,,1992
Olympique Marseille,Chris Waddle,31.0,England,Attacking Midfield,AM,,Sheff Wed,England,1500000.0,out,summer,Ligue 1,1992,False,,1992
