,name,last_season,average_value
14124,Justin Lacombe,2023.0,150000.0
14125,Justin Lonwijk,2023.0,464062.5
14126,Justin Mathieu,2015.0,230000.0
14127,Justin Möbius,2017.0,117647.05882352941
14128,Justin Njinmah,2023.0,297916.6666666667
14129,Justin Ogenia,2020.0,137500.0
14130,Justin Plautz,2019.0,86538.46153846153
14131,Justin Shaibu,2020.0,104545.45454545454
14132,Justin Smith,2021.0,250000.0
14133,Justin Verlinden,2016.0,50000.0
14134,Justin de Haas,2023.0,472500.0
14135,Justin-Noël Kalumba,2022.0,250000.0
14136,Juul Respen,2017.0,72500.0
14137,Juwon Oshaniwa,2016.0,210000.0
14138,Jádson,2014.0,1141666.6666666667
14139,Jákup Thomsen,2015.0,62500.0
14140,Ján Gregus,2018.0,1288392.857142857
14141,Jérrold Nyemeck,2016.0,150000.0
14142,Jérémie Aliadière,2016.0,2228000.0
14143,Jérémie Bela,2023.0,1385416.6666666667
14144,Jérémie Boga,2023.0,11675000.0
14145,Jérémie Broh,2018.0,347222.22222222225
14146,Jérémie Bréchet,2015.0,2170370.3703703703
14147,Jérémie Porsan-Clémente,2018.0,159090.9090909091
14148,Jérémy Blasco,2020.0,275000.0
14149,Jérémy Blayac,2017.0,516666.6666666667
14150,Jérémy Choplin,2014.0,677272.7272727273
14151,Jérémy Clément,2016.0,3010000.0
14152,Jérémy Cordoval,2017.0,621666.6666666666
14153,Jérémy Doku,2023.0,14400000.0
14154,Jérémy Dumesnil,2014.0,152500.0
14155,Jérémy Frick,2013.0,497727.2727272727
14156,Jérémy Grimm,2019.0,436111.1111111111
14157,Jérémy Gélin,2021.0,3644117.6470588236
14158,Jérémy Huyghebaert,2019.0,338000.0
14159,Jérémy Hélan,2012.0,521428.5714285714
14160,Jérémy Jacquet,2022.0,50000.0
14161,Jérémy Labor,2014.0,216666.66666666666
14162,Jérémy Landu,2020.0,108333.33333333333
14163,Jérémy Le Douaron,2023.0,2192857.1428571427
14164,Jérémy Livolant,2018.0,957142.8571428572
14165,Jérémy Malherbe,2019.0,155000.0
14166,Jérémy Mathieu,2019.0,7160810.810810811
14167,Jérémy Morel,2021.0,1674242.4242424243
14168,Jérémy Ménez,2017.0,7476250.0
14169,Jérémy Perbet,2020.0,1314285.7142857143
14170,Jérémy Pied,2021.0,2023437.5
14171,Jérémy Sapina,2013.0,539285.7142857143
14172,Jérémy Serwy,2012.0,227916.66666666666
14173,Jérémy Sorbon,2018.0,1130769.2307692308
14174,Jérémy Taravel,2020.0,869642.8571428572
14175,Jérémy Toulalan,2017.0,10586206.896551725
14176,Jérôme Boateng,2022.0,17920108.695652176
14177,Jérôme Déom,2023.0,364062.5
14178,Jérôme Gondorf,2019.0,825000.0
14179,Jérôme Guihoata,2017.0,390909.0909090909
14180,Jérôme Hergault,2021.0,280769.23076923075
14181,Jérôme Le Moigne,2015.0,642105.2631578947
14182,Jérôme Onguéné,2022.0,2963888.888888889
14183,Jérôme Phojo,2021.0,292647.0588235294
14184,Jérôme Prior,2022.0,1029347.8260869565
14185,Jérôme Rothen,2012.0,4748000.0
14186,Jérôme Roussillon,2023.0,6580000.0
14187,Jóan Símun Edmundsson,2020.0,438541.6666666667
14188,Jóhann Berg Gudmundsson,2023.0,3346551.724137931
14189,Jójó,2021.0,241666.66666666666
14190,Jón Dagur Thorsteinsson,2023.0,1386538.4615384615
14191,József Varga,2012.0,582500.0
14192,József Windecker,2018.0,231250.0
14193,Jô,2012.0,397500.0
14194,Jô,2023.0,181250.0
14195,Jörgen Simon Jörgensen,2013.0,50000.0
14196,Jörgen Skjelvik,2022.0,541666.6666666666
14197,Jørgen Strand Larsen,2023.0,3651562.5
14198,Júlio Alves,2014.0,1106250.0
14199,Júlio Baptista,2012.0,6848387.096774193
14200,Júlio César,2012.0,187500.0
14201,Júlio César,2013.0,954000.0
14202,Júlio César,2017.0,8294000.0
14203,Júlio César,2020.0,331818.1818181818
14204,Júlio Neiva,2014.0,113888.88888888889
14205,Júlio Romão,2021.0,225000.0
14206,Júlio Sérgio,2013.0,1528846.1538461538
14207,Júnior,2013.0,417857.14285714284
14208,Júnior Alonso,2023.0,4177777.777777778
14209,Júnior Brumado,2022.0,1026923.0769230769
14210,Júnior Caiçara,2022.0,2404285.714285714
14211,Júnior Dutra,2014.0,890000.0
14212,Júnior Díaz,2016.0,783333.3333333334
14213,Júnior Lopes,2012.0,160000.0
14214,Júnior Moraes,2021.0,2402857.1428571427
14215,Júnior Morais,2023.0,1021875.0
14216,Júnior Pius,2021.0,421666.6666666667
14217,Júnior Reis,2023.0,2562500.0
14218,Júnior Tavares,2019.0,688333.3333333334
14219,Jürgen Locadia,2021.0,5555172.413793104
14220,Kaan Arslan,2021.0,131250.0
14221,Kaan Ayhan,2023.0,4277777.777777778
14222,Kaan Baysal,2014.0,60000.0
14223,Kaan Cinkaya,2022.0,58333.333333333336
14224,Kaan Kairinen,2017.0,243750.0
14225,Kaan Kanak,2022.0,466666.6666666667
14226,Kaan Kilci,2012.0,62500.0
14227,Kaan Kurt,2020.0,193750.0
14228,Kaan Uykur,2019.0,43750.0
14229,Kaan Özdemir,2018.0,200000.0
14230,Kaan Özder,2021.0,25000.0
14231,Kaare Barslund,2023.0,216666.66666666666
14232,Kaare Jensen,2015.0,50000.0
14233,Kacper Kozlowski,2023.0,5760000.0
14234,Kacper Urbanski,2023.0,242857.14285714287
14235,Kadeem Harris,2018.0,778947.3684210526
14236,Kadem Yasar,2017.0,67857.14285714286
14237,Kaden Rodney,2022.0,250000.0
14238,Kader Keita,2023.0,585000.0
14239,Kader Kouakou,2016.0,60000.0
14240,Kader Mangane,2017.0,2448333.3333333335
14241,Kadir Ari,2012.0,143750.0
14242,Kadir Bekmezci,2015.0,1279464.2857142857
14243,Kadir Caidi,2013.0,35714.28571428572
14244,Kadir Enes Kira,2020.0,50000.0
14245,Kadir Keles,2018.0,399137.9310344828
14246,Kadir Kurt,2019.0,85000.0
14247,Kadir Seven,2022.0,250000.0
14248,Kadu,2018.0,623076.9230769231
14249,Kady Borges,2023.0,1212500.0
14250,Kadú,2013.0,380769.23076923075
14251,Kafoumba Coulibaly,2013.0,1408823.5294117648
14252,Kafoumba Touré,2017.0,154166.66666666666
14253,Kagan Arican,2023.0,50000.0
14254,Kagan Bagis,2023.0,100000.0
14255,Kagan Moradaoglu,2023.0,78125.0
14256,Kagan Söylemezgiller,2014.0,486842.1052631579
14257,Kagan Özkan,2020.0,50000.0
14258,Kagisho Dikgacoi,2013.0,1246875.0
14259,Kaheem Parris,2022.0,372222.22222222225
14260,Kahraba,2021.0,1219166.6666666667
14261,Kahraman Demirtas,2023.0,200000.0
14262,Kai Fotheringham,2022.0,120833.33333333333
14263,Kai Havertz,2023.0,49885714.28571428
14264,Kai Heerings,2018.0,355434.7826086957
14265,Kai Herdling,2015.0,336363.63636363635
14266,Kai Huisman,2017.0,75000.0
14267,Kai Kennedy,2019.0,266666.6666666667
14268,Kai Pröger,2019.0,478000.0
14269,Kai-David Bösing,2013.0,70454.54545454546
14270,Kaide Gordon,2021.0,1250000.0
14271,Kaiky,2023.0,6333333.333333333
14272,Kaine Kesler-Hayden,2021.0,887500.0
14273,Kaio,2023.0,1683333.3333333333
14274,Kaio Jorge,2023.0,7050000.0
14275,Kaique Rocha,2020.0,877777.7777777778
14276,Kaiser,2018.0,212500.0
14277,Kaito Mizuta,2022.0,153125.0
14278,Kaiyne Woolery,2023.0,266666.6666666667
14279,Kaj Ramsteijn,2014.0,360000.0
14280,Kaj Sierhuis,2023.0,1379166.6666666667
14281,Kaká,2013.0,27888888.888888888
14282,Kaká,2016.0,509375.0
14283,Kaká,2018.0,186538.46153846153
14284,Kalidou Koulibaly,2022.0,28234210.52631579
14285,Kalidou Sidibé,2019.0,1730000.0
14286,Kalidou Yero,2013.0,350000.0
14287,Kalifa Coulibaly,2021.0,2209090.909090909
14288,Kalifa Traoré,2016.0,293750.0
14289,Kalilou Traoré,2013.0,1220833.3333333333
14290,Kalindi,2020.0,381666.6666666667
14291,Kallum Higginbotham,2015.0,237500.0
14292,Kaloudis Lemonis,2013.0,163888.88888888888
14293,Kalu Uche,2014.0,2429166.6666666665
14294,Kalvin Phillips,2023.0,22059523.80952381
14295,Kamal Issah,2017.0,315789.4736842105
14296,Kamal Sowah,2023.0,2473529.411764706
14297,Kamaldeen Sulemana,2022.0,12810000.0
14298,Kamarai Swyer,2022.0,150000.0
14299,Kamel Chafni,2012.0,1952777.7777777778
14300,Kamel Chergui,2012.0,203571.42857142858
14301,Kamel Ghilas,2013.0,1159375.0
14302,Kamil Agalarov,2016.0,488043.47826086957
14303,Kamil Ahmet Cörekci,2023.0,832812.5
14304,Kamil Glik,2020.0,6043939.393939394
14305,Kamil Grabara,2023.0,3333333.3333333335
14306,Kamil Grosicki,2020.0,2498571.4285714286
14307,Kamil Khuchbarov,2019.0,50000.0
14308,Kamil Miazek,2015.0,114285.71428571429
14309,Kamil Mullin,2020.0,330681.8181818182
14310,Kamil Piatkowski,2022.0,2805000.0
14311,Kamil Vacek,2018.0,798484.8484848485
14312,Kamil Wilczek,2021.0,715833.3333333334
14313,Kamil Wojtkowski,2021.0,263636.36363636365
14314,Kamil Zakirov,2020.0,307692.3076923077
14315,Kamil Zayatte,2012.0,1823529.4117647058
14316,Kamohelo Mokotjo,2016.0,1595535.7142857143
14317,Kamory Doumbia,2023.0,1660000.0
14318,Kamran Agayev,2016.0,321428.5714285714
14319,Kamran Aliev,2021.0,380357.14285714284
14320,Kandet Diawara,2023.0,200000.0
14321,Kane Hemmings,2018.0,175000.0
14322,Kane Wilson,2017.0,300000.0
14323,Kang-in Lee,2023.0,11894444.444444444
14324,Kantemir Berkhamov,2019.0,476851.85185185185
14325,Kanu,2015.0,1347500.0
14326,Kanu,2018.0,1164000.0
14327,Kanya Fujimoto,2023.0,1032142.8571428572
14328,Kanú,2013.0,300000.0
14329,Kaoru Mitoma,2023.0,7272727.2727272725
14330,Kara Mbodj,2018.0,3267857.1428571427
14331,Karamoko Cissé,2017.0,331250.0
14332,Karamoko Dembélé,2022.0,328571.4285714286
14333,Karel D'Haene,2015.0,831250.0
14334,Karel Geraerts,2015.0,1618181.8181818181
14335,Karel Van Roose,2014.0,319230.76923076925
14336,Karim Achahbar,2017.0,233333.33333333334
14337,Karim Adeyemi,2023.0,16284615.384615384
14338,Karim Ansarifard,2021.0,1265909.0909090908
14339,Karim Aribi,2020.0,471153.8461538461
14340,Karim Azamoum,2021.0,602380.9523809524
14341,Karim Aït-Fana,2014.0,1361904.761904762
14342,Karim Belhocine,2014.0,279166.6666666667
14343,Karim Bellarabi,2022.0,7725000.0
14344,Karim Benzema,2022.0,31563095.23809524
14345,Karim Coulibaly,2019.0,323333.3333333333
14346,Karim El Ahmadi,2017.0,2218593.75
14347,Karim El Hany,2012.0,281250.0
14348,Karim Essikal,2016.0,396666.6666666667
14349,Karim Fegrouch,2012.0,332500.0
14350,Karim Guédé,2017.0,514285.71428571426
14351,Karim Hafez,2021.0,847826.0869565217
14352,Karim Haggui,2014.0,2608928.5714285714
14353,Karim Laribi,2016.0,726923.0769230769
14354,Karim Matmour,2012.0,994444.4444444445
14355,Karim Mohamed,2021.0,100000.0
14356,Karim Onisiwo,2023.0,2031818.1818181819
14357,Karim Rekik,2022.0,5935483.870967742
14358,Karim Rossi,2014.0,264062.5
14359,Karim Saïdi,2013.0,1262500.0
14360,Karim Soltani,2017.0,545454.5454545454
14361,Karim Tarfi,2015.0,206250.0
14362,Karim Yoda,2018.0,867307.6923076923
14363,Karim Zedadka,2022.0,197500.0
14364,Karl,2016.0,120000.0
14365,Karl Darlow,2022.0,2542307.6923076925
14366,Karl Hein,2023.0,812500.0
14367,Karl Henry,2014.0,1714285.7142857143
14368,Karl Leth,2021.0,50000.0
14369,Karl Madianga,2018.0,87500.0
14370,Karl Toko Ekambi,2022.0,9686363.636363637
14371,Karl-Johan Johnsson,2021.0,1051724.1379310344
14372,Karlan Grant,2020.0,4720588.235294118
14373,Karleigh Osborne,2016.0,193750.0
14374,Karlen Mkrtchyan,2016.0,371666.6666666667
14375,Karlo Bartolec,2020.0,836363.6363636364
14376,Karlo Brucic,2020.0,459210.5263157895
14377,Karlo Butic,2018.0,270833.3333333333
14378,Karlo Letica,2020.0,944117.6470588235
14379,Karlo Lulic,2023.0,604545.4545454546
14380,Karlo Muhar,2020.0,575000.0
14381,Karlo Ziger,2020.0,75000.0
14382,Karol Angielski,2023.0,539000.0
14383,Karol Fila,2023.0,937500.0
14384,Karol Linetty,2023.0,6216071.428571428
14385,Karol Mets,2018.0,522916.6666666667
14386,Karol Niemczycki,2018.0,529166.6666666666
14387,Karol Swiderski,2021.0,2522619.0476190476
14388,Karolis Uzela,2018.0,145000.0
14389,Karse,2023.0,100000.0
14390,Kartal Yilmaz,2023.0,570833.3333333334
14391,Kas de Wit,2023.0,25000.0
14392,Kasey McAteer,2022.0,275000.0
14393,Kasey Palmer,2017.0,1390000.0
14394,Kasim Adams,2023.0,2706250.0
14395,Kaspars Dubra,2021.0,480000.0
14396,Kaspars Gorkss,2014.0,565000.0
14397,Kasper Bögelund,2012.0,1034375.0
14398,Kasper Dolberg,2023.0,15014285.714285715
14399,Kasper Enghardt,2020.0,325000.0
14400,Kasper Fisker,2019.0,365909.0909090909
14401,Kasper Högh,2022.0,285000.0
14402,Kasper Jensen,2014.0,251470.58823529413
14403,Kasper Junker,2019.0,787500.0
14404,Kasper Jörgensen,2022.0,345000.0
14405,Kasper Kiilerich,2023.0,125000.0
14406,Kasper Kristensen,2020.0,157500.0
14407,Kasper Kusk,2023.0,896428.5714285715
14408,Kasper Larsen,2022.0,580434.7826086957
14409,Kasper Lorentzen,2014.0,1059375.0
14410,Kasper Lunding,2021.0,262500.0
14411,Kasper Lynge Nielsen,2017.0,87500.0
14412,Kasper Oldenburger,2018.0,50000.0
14413,Kasper Pedersen,2020.0,308750.0
14414,Kasper Poulsgaard,2018.0,25000.0
14415,Kasper Povlsen,2018.0,383333.3333333333
14416,Kasper Risgaard,2018.0,506818.1818181818
14417,Kasper Schmeichel,2023.0,5870689.655172414
14418,Kassim Abdallah,2014.0,1057894.7368421052
14419,Kassim Doumbia,2013.0,264583.3333333333
14420,Kastriot Dermaku,2023.0,558750.0
14421,Kaur Kivila,2021.0,62500.0
14422,Kauã Santos,2023.0,400000.0
14423,Kauê Silva,2018.0,91666.66666666667
14424,Kaveh Rezaei,2021.0,1717241.3793103448
14425,Kawin Thamsatchanan,2021.0,344736.84210526315
14426,Kay,2013.0,356250.0
14427,Kaya Tarakci,2016.0,154782.60869565216
14428,Kayacan Erdogan,2020.0,110483.87096774194
14429,Kayke Rodrigues,2013.0,593478.2608695652
14430,Kayky,2022.0,11800000.0
14431,Kaylen Hinds,2019.0,706250.0
14432,Kayne Bonnevie,2022.0,190000.0
14433,Kayne Ramsay,2021.0,225000.0
14434,Kayne van Oevelen,2023.0,50000.0
14435,Kayque,2023.0,1100000.0
14436,Kays Ruiz-Atil,2022.0,1468750.0
14437,Kazaiah Sterling,2018.0,1040000.0
14438,Kazbek Geteriev,2012.0,291562.5
14439,Kazeem Olaigbe,2023.0,258333.33333333334
14440,Kazenga LuaLua,2022.0,608695.6521739131
14441,Kazim Celik,2018.0,46250.0
14442,Kazimcan Karatas,2023.0,777272.7272727273
14443,Kazuki Nagasawa,2015.0,698529.4117647059
14444,Keagan Dolly,2020.0,835227.2727272727
14445,Keaghan Jacobs,2021.0,242105.26315789475
14446,Kealan Dillon,2013.0,83333.33333333333
14447,Kean Bryan,2020.0,881818.1818181818
14448,Keanan Bennetts,2021.0,1455555.5555555555
14449,Keane Lewis-Potter,2023.0,10657142.857142856
14450,Keanu Baccus,2023.0,395000.0
14451,Keaton Parks,2017.0,2076562.5
14452,Keba Coly,2018.0,75000.0
14453,Keenan Appiah-Forson,2022.0,300000.0
14454,Kees Heemskerk,2019.0,135416.66666666666
14455,Kees Kwakman,2013.0,815789.4736842106
14456,Kees Luijckx,2019.0,457291.6666666667
14457,Kees de Boer,2020.0,371428.5714285714
14458,Kees van Buuren,2012.0,166176.4705882353
14459,Kehinde Fatai,2018.0,895312.5
14460,Kei Kamara,2012.0,584523.8095238095
14461,Keidi Bare,2022.0,1650000.0
14462,Keinan Davis,2023.0,2334615.3846153845
14463,Keiren Westwood,2013.0,1033333.3333333334
14464,Keirrison,2016.0,3205357.1428571427
14465,Keisuke Honda,2019.0,6969827.586206896
14466,Keita Baldé,2022.0,11486538.461538462
14467,Keita Endo,2021.0,835416.6666666666
14468,Keith Lasley,2016.0,482692.3076923077
14469,Keith Watson,2022.0,284615.3846153846
14470,Keito Nakamura,2023.0,1779687.5
14471,Keke Topp,2022.0,500000.0
14472,Keko Gontán,2018.0,1257142.857142857
14473,Kelechi Iheanacho,2022.0,12902272.727272727
14474,Kelechi John,2017.0,245000.0
14475,Kelechi Nwakali,2023.0,500000.0
14476,Kelian Nsona,2022.0,916666.6666666666
14477,Kell Watts,2022.0,250000.0
14478,Kelle Roos,2023.0,441666.6666666667
14479,Kellian van der Kaap,2021.0,352777.77777777775
14480,Kelvin,2016.0,1908750.0
14481,Kelvin Amian,2022.0,4038888.888888889
14482,Kelvin Arase,2022.0,598076.9230769231
14483,Kelvin Boateng,2019.0,400000.0
14484,Kelvin Davis,2015.0,567647.0588235294
14485,Kelvin Ebuka Nwamora,2015.0,112500.0
14486,Kelvin John,2022.0,250000.0
14487,Kelvin Leerdam,2016.0,1106451.6129032257
14488,Kelvin Ofori,2019.0,475000.0
14489,Kelvin Wilson,2013.0,1517857.142857143
14490,Kelvin Yeboah,2023.0,1960000.0
14491,Kelyan Guessoum,2020.0,456250.0
14492,Kemal Ademi,2022.0,1018181.8181818182
14493,Kemal Bolat,2015.0,50000.0
14494,Kemal Rüzgar,2020.0,167647.0588235294
14495,Kemal Tokak,2013.0,765909.0909090909
14496,Kemar Lawrence,2020.0,1203125.0
14497,Kemar Roofe,2023.0,4429411.764705882
14498,Kemy Agustien,2015.0,890000.0
14499,Ken Fagerberg,2012.0,515789.4736842105
14500,Ken Gipson,2016.0,150000.0
14501,Ken Ilsö,2012.0,943478.2608695652
14502,Ken Nkuba,2023.0,1220000.0
14503,Ken Reichel,2019.0,693518.5185185185
14504,Ken Sema,2021.0,2139583.3333333335
14505,Kenan Bargan,2018.0,307500.0
14506,Kenan Eryüksel,2014.0,50000.0
14507,Kenan Hajdarevic,2014.0,147916.66666666666
14508,Kenan Horic,2016.0,340000.0
14509,Kenan Karaman,2022.0,1564423.076923077
14510,Kenan Karisik,2015.0,175000.0
14511,Kenan Kodro,2020.0,1152380.9523809524
14512,Kenan Piric,2021.0,638636.3636363636
14513,Kenan Özer,2021.0,373076.92307692306
14514,Kendal Ucar,2012.0,258333.33333333334
14515,Kenedy,2022.0,6797916.666666667
14516,Kenji Gorré,2022.0,378333.3333333333
14517,Kenji-Van Boto,2022.0,631578.947368421
14518,Kennedy Boateng,2022.0,407812.5
14519,Kennedy Nwanganga,2013.0,385000.0
14520,Kenneth Emil Petersen,2018.0,506250.0
14521,Kenneth Fabricius,2013.0,508333.3333333333
14522,Kenneth Fournier,2013.0,50000.0
14523,Kenneth Houdret,2015.0,283333.3333333333
14524,Kenneth Omeruo,2023.0,1884615.3846153845
14525,Kenneth Paal,2021.0,665217.3913043478
14526,Kenneth Schmidt,2023.0,600000.0
14527,Kenneth Schuermans,2020.0,428571.4285714286
14528,Kenneth Soler,2022.0,100000.0
14529,Kenneth Stenild,2012.0,182500.0
14530,Kenneth Taylor,2023.0,4942307.692307692
14531,Kenneth Van Goethem,2013.0,426923.07692307694
14532,Kenneth Vargas,2023.0,210000.0
14533,Kenneth Vermeer,2023.0,2781428.5714285714
14534,Kenneth Zohore,2022.0,2203571.4285714286
14535,Kenny Anderson,2015.0,216666.66666666666
14536,Kenny Dougall,2017.0,361764.70588235295
14537,Kenny Lala,2023.0,3780357.1428571427
14538,Kenny McLean,2021.0,1498913.043478261
14539,Kenny Miller,2018.0,2978571.4285714286
14540,Kenny Nagera,2021.0,383333.3333333333
14541,Kenny Otigba,2016.0,690000.0
14542,Kenny Rocha Santos,2022.0,948214.2857142857
14543,Kenny Saief,2018.0,1603947.3684210526
14544,Kenny Sloan,2020.0,25000.0
14545,Kenny Steppe,2021.0,534166.6666666666
14546,Kenny Teijsse,2016.0,218750.0
14547,Kenny Tete,2023.0,5646000.0
14548,Kenny Thompson,2013.0,671764.7058823529
14549,Kenny Van Hoevelen,2015.0,516666.6666666667
14550,Kenny van der Weg,2017.0,248333.33333333334
14551,Kensuke Nagai,2013.0,797826.0869565217
14552,Kento Hashimoto,2021.0,1248611.111111111
14553,Kento Misao,2023.0,1284615.3846153845
14554,Kenwyne Jones,2013.0,4542500.0
14555,Kenzo Goudmijn,2023.0,1036666.6666666666
14556,Keo Boets,2022.0,100000.0
14557,Kepa Arrizabalaga,2023.0,19981481.48148148
14558,Keram Onayli,2015.0,50000.0
14559,Kerem Aktürkoglu,2023.0,9145833.333333334
14560,Kerem Altunisik,2021.0,50000.0
14561,Kerem Atakan Kesgin,2023.0,759722.2222222222
14562,Kerem Baykus,2020.0,108333.33333333333
14563,Kerem Bulut,2015.0,229166.66666666666
14564,Kerem Bülbül,2016.0,128125.0
14565,Kerem Cagatay,2012.0,125000.0
14566,Kerem Caliskan,2016.0,45833.333333333336
14567,Kerem Can Akyüz,2019.0,253260.86956521738
14568,Kerem Civelek,2018.0,50000.0
14569,Kerem Demirbay,2023.0,11059615.384615384
14570,Kerem Ersunar,2020.0,62500.0
14571,Kerem Eryilmaz,2013.0,63888.88888888889
14572,Kerem Hayta,2020.0,50000.0
14573,Kerem Kalafat,2021.0,387500.0
14574,Kerem Sen,2023.0,345000.0
14575,Kerem Seras,2015.0,1037500.0
14576,Kerian Atheba,2021.0,25000.0
14577,Kerim Alici,2023.0,346000.0
14578,Kerim Avci,2017.0,222500.0
14579,Kerim Calhanoglu,2022.0,875000.0
14580,Kerim Can Güzeldal,2016.0,50000.0
14581,Kerim Carolus,2015.0,66666.66666666667
14582,Kerim Frei,2022.0,1954838.7096774194
14583,Kerim Memija,2019.0,352777.77777777775
14584,Kerim Mrabti,2023.0,1128260.8695652173
14585,Kerim Zengin,2017.0,616666.6666666666
14586,Kermit Erasmus,2018.0,668269.2307692308
14587,Kerr McInroy,2022.0,280000.0
14588,Kerr Smith,2021.0,150000.0
14589,Kerr Waddell,2018.0,200000.0
14590,Keshi Anderson,2017.0,304166.6666666667
14591,Keven Schlotterbeck,2023.0,2959210.5263157897
14592,Keverley Albertus,2012.0,50000.0
14593,Kevi Hysi,2014.0,85000.0
14594,Kevin Agudelo,2022.0,2396153.846153846
14595,Kevin Akpoguma,2023.0,3546774.193548387
14596,Kevin Begois,2018.0,376190.4761904762
14597,Kevin Behrens,2023.0,451428.5714285714
14598,Kevin Boli,2014.0,770000.0
14599,Kevin Bonifazi,2023.0,2718750.0
14600,Kevin Brands,2016.0,178846.15384615384
14601,Kevin Bukusu,2021.0,225000.0
14602,Kevin Carlos,2020.0,225000.0
14603,Kevin Conboy,2019.0,420000.0
14604,Kevin Custovic,2021.0,200000.0
14605,Kevin Danso,2023.0,6959090.909090909
14606,Kevin De Bruyne,2023.0,54670512.820512824
14607,Kevin Debaty,2019.0,211538.46153846153
14608,Kevin Diks,2023.0,1582608.6956521738
14609,Kevin Doyle,2014.0,3034090.909090909
14610,Kevin Felida,2023.0,300000.0
14611,Kevin Foley,2014.0,1489285.7142857143
14612,Kevin Gadellaa,2022.0,75000.0
14613,Kevin García,2019.0,392307.6923076923
14614,Kevin Geudens,2014.0,405000.0
14615,Kevin Goden,2018.0,315909.0909090909
14616,Kevin Großkreutz,2015.0,3116463.4146341463
14617,Kevin Hebbelinck,2015.0,50000.0
14618,Kevin Hoggas,2020.0,680882.3529411765
14619,Kevin Holt,2017.0,281666.6666666667
14620,Kevin Itabel,2017.0,790625.0
14621,Kevin Jansen,2016.0,506000.0
14622,Kevin Janssens,2012.0,262500.0
14623,Kevin Kampl,2023.0,9250694.444444444
14624,Kevin Kelsy,2023.0,445000.0
14625,Kevin Koffi,2015.0,243269.23076923078
14626,Kevin Koubemba,2022.0,265789.4736842105
14627,Kevin Kratz,2013.0,610869.5652173914
14628,Kevin Kuranyi,2015.0,7777500.0
14629,Kevin Lasagna,2023.0,3944565.217391304
14630,Kevin Lejeune,2016.0,1034821.4285714285
14631,Kevin Lenini,2023.0,578571.4285714285
14632,Kevin Long,2021.0,963043.4782608695
14633,Kevin Luckassen,2020.0,373750.0
14634,Kevin Mac Allister,2023.0,1861538.4615384615
14635,Kevin Mayi,2019.0,585869.5652173914
14636,Kevin Mbabu,2023.0,6786363.636363637
14637,Kevin McBride,2014.0,362500.0
14638,Kevin McDonald,2021.0,1837000.0
14639,Kevin McHattie,2015.0,198076.92307692306
14640,Kevin McNaughton,2016.0,780769.2307692308
14641,Kevin Mensah,2023.0,362903.22580645164
14642,Kevin Mirallas,2021.0,5589024.390243903
14643,Kevin Moon,2012.0,241666.66666666666
14644,Kevin Méndez,2018.0,456250.0
14645,Kevin Möhwald,2023.0,1499264.705882353
14646,Kevin Müller,2023.0,584375.0
14647,Kevin Nisbet,2022.0,1315909.0909090908
14648,Kevin Nolan,2015.0,5415000.0
14649,Kevin Osei,2014.0,131250.0
14650,Kevin Pannewitz,2012.0,329545.45454545453
14651,Kevin Paredes,2023.0,2436111.111111111
14652,Kevin Phillips,2013.0,2436666.6666666665
14653,Kevin Piscopo,2018.0,169642.85714285713
14654,Kevin Ray Mendoza,2018.0,193333.33333333334
14655,Kevin Rodríguez,2023.0,433333.3333333333
14656,Kevin Rosero,2023.0,410714.28571428574
14657,Kevin Rüegg,2021.0,3368750.0
14658,Kevin Schade,2023.0,7177083.333333333
14659,Kevin Scheidhauer,2013.0,180952.38095238095
14660,Kevin Sessa,2023.0,750000.0
14661,Kevin Sibille,2020.0,275000.0
14662,Kevin Silva,2019.0,78125.0
14663,Kevin Spadanuda,2022.0,436363.63636363635
14664,Kevin Spanjaard,2013.0,41666.666666666664
14665,Kevin Stewart,2016.0,1976315.7894736843
14666,Kevin Strootman,2023.0,11230000.0
14667,Kevin Stuhr-Ellegaard,2021.0,700000.0
14668,Kevin Stöger,2023.0,1769696.9696969697
14669,Kevin Tano,2012.0,112500.0
14670,Kevin Tapoko,2017.0,250000.0
14671,Kevin Thomson,2015.0,1639062.5
14672,Kevin Toner,2015.0,131250.0
14673,Kevin Trapp,2023.0,6889062.5
14674,Kevin Tshiembe,2023.0,675000.0
14675,Kevin Tsimba,2013.0,66666.66666666667
14676,Kevin Van Den Kerkhof,2023.0,606250.0
14677,Kevin Vandenbergh,2014.0,1488095.238095238
14678,Kevin Vandendriessche,2022.0,756578.947368421
14679,Kevin Varga,2022.0,1029761.9047619047
14680,Kevin Vermeulen,2019.0,284523.8095238095
14681,Kevin Villodres,2022.0,1000000.0
14682,Kevin Visser,2012.0,184615.38461538462
14683,Kevin Vogt,2023.0,5333870.9677419355
14684,Kevin Volland,2023.0,15017142.857142856
14685,Kevin Vázquez,2023.0,743750.0
14686,Kevin Wattamaleo,2012.0,183333.33333333334
14687,Kevin Wimmer,2019.0,3837500.0
14688,Kevin Yakob,2023.0,402083.3333333333
14689,Kevin Yamga,2021.0,337500.0
14690,Kevin van Diermen,2015.0,238235.29411764705
14691,Kevin van Veen,2022.0,335714.28571428574
14692,Kevin-Prince Boateng,2022.0,5766847.826086956
14693,Kevor Palumets,2022.0,141666.66666666666
14694,Kewin,2023.0,364285.71428571426
14695,Keyennu Lont,2020.0,75000.0
14696,Keylor Navas,2023.0,9048571.42857143
14697,Keynes Nouck Bong,2013.0,87500.0
