,name,last_season,average_value
7174,Dragan Paljic,2014.0,481666.6666666667
7175,Dragan Rosic,2019.0,416666.6666666667
7176,Dragos Balauru,2018.0,334615.3846153846
7177,Dragos Grigore,2014.0,1249218.75
7178,Draman Haminu,2013.0,773437.5
7179,Dramane Salou,2019.0,222500.0
7180,Dramane Traoré,2012.0,1150000.0
7181,Dren Feka,2016.0,100454.54545454546
7182,Drey Wright,2023.0,275000.0
7183,Dries Mertens,2023.0,12965384.615384616
7184,Dries Wouters,2022.0,752500.0
7185,Dries Wuytens,2020.0,533928.5714285715
7186,Driess Saddiki,2023.0,386111.1111111111
7187,Driss Khalid,2019.0,200000.0
7188,Driss Trichard,2018.0,331250.0
7189,Drissa Camara,2020.0,512500.0
7190,Drissa Diakité,2014.0,1181818.1818181819
7191,Dráusio,2017.0,485000.0
7192,Du Queiroz,2023.0,4216666.666666667
7193,Du-ri Cha,2012.0,914473.6842105263
7194,Duarte Carvalho,2022.0,300000.0
7195,Duarte Duarte,2013.0,137500.0
7196,Duarte Machado,2013.0,246428.57142857142
7197,Duarte Valente,2017.0,344444.44444444444
7198,Duccio Degli Innocenti,2022.0,500000.0
7199,Duckens Nazon,2020.0,470588.23529411765
7200,Duda,2016.0,2872222.222222222
7201,Dudu,2012.0,337500.0
7202,Dudu,2013.0,7423076.923076923
7203,Dudu,2020.0,205000.0
7204,Dudu,2023.0,143750.0
7205,Dudu Aouate,2012.0,2175000.0
7206,Dudu Biton,2013.0,454166.6666666667
7207,Dudu Cearense,2013.0,3463043.4782608696
7208,Dudu Lima,2017.0,216666.66666666666
7209,Dugary Ndabashinze,2012.0,476923.07692307694
7210,Duhan Aksu,2023.0,220000.0
7211,Duhan Caglar Akdag,2015.0,50000.0
7212,Duje Caleta-Car,2023.0,10178225.806451613
7213,Duje Cop,2020.0,1782638.888888889
7214,Duje Javorcic,2016.0,103571.42857142857
7215,Dujon Sterling,2023.0,1150000.0
7216,Duk,2023.0,596428.5714285715
7217,Duke Verduin,2023.0,25000.0
7218,Duncan Watmore,2016.0,1733333.3333333333
7219,Durel Avounou,2022.0,607142.8571428572
7220,Dusan Andjelkovic,2013.0,950000.0
7221,Dusan Basta,2018.0,3203571.4285714286
7222,Dusan Jovancic,2020.0,1036111.1111111111
7223,Dusan Kuciak,2016.0,1010000.0
7224,Dusan Lagator,2019.0,397058.82352941175
7225,Dusan Micic,2014.0,231250.0
7226,Dusan Pantelic,2018.0,252777.77777777778
7227,Dusan Pernis,2016.0,262857.14285714284
7228,Dusan Predrag Djuric,2013.0,1020000.0
7229,Dusan Savic,2013.0,391666.6666666667
7230,Dusan Stojinovic,2021.0,568181.8181818182
7231,Dusan Svento,2015.0,1428000.0
7232,Dusan Tadic,2023.0,11616666.666666666
7233,Dusan Veskovac,2016.0,702173.9130434783
7234,Dusan Vlahovic,2023.0,28741304.347826086
7235,Dusko Tosic,2020.0,1654687.5
7236,Duván Zapata,2023.0,19338333.333333332
7237,Dwight Gayle,2021.0,5843750.0
7238,Dwight McNeil,2023.0,18958333.333333332
7239,Dwight Tiendalli,2014.0,1411842.105263158
7240,Dyego Sousa,2022.0,2786538.4615384615
7241,Dylan Bahamboula,2023.0,406666.6666666667
7242,Dylan Batubinsika,2022.0,881250.0
7243,Dylan Bikey,2016.0,68750.0
7244,Dylan Bronn,2023.0,3863157.8947368423
7245,Dylan Carreiro,2015.0,83333.33333333333
7246,Dylan Carton,2012.0,50000.0
7247,Dylan Chambost,2021.0,1025000.0
7248,Dylan Connolly,2020.0,358333.3333333333
7249,Dylan Dassy,2021.0,25000.0
7250,Dylan De Belder,2019.0,468750.0
7251,Dylan Demuynck,2022.0,100000.0
7252,Dylan Dykes,2017.0,50000.0
7253,Dylan Easton,2014.0,116666.66666666667
7254,Dylan Flores,2016.0,278571.4285714286
7255,Dylan George,2017.0,190714.2857142857
7256,Dylan Gissi,2015.0,375000.0
7257,Dylan Lambrecth,2016.0,183333.33333333334
7258,Dylan Lempereur,2017.0,103571.42857142857
7259,Dylan Levitt,2023.0,734375.0
7260,Dylan Mackin,2016.0,100000.0
7261,Dylan Mbayo,2023.0,560416.6666666666
7262,Dylan Mboumbouni,2017.0,212500.0
7263,Dylan McGeouch,2021.0,306666.6666666667
7264,Dylan McGowan,2022.0,241666.66666666666
7265,Dylan Nieuwenhuijs,2015.0,45833.333333333336
7266,Dylan Ouedraogo,2022.0,423076.92307692306
7267,Dylan Ragolle,2014.0,147727.27272727274
7268,Dylan Reid,2022.0,233333.33333333334
7269,Dylan Ryan,2021.0,93181.81818181818
7270,Dylan Saint-Louis,2023.0,1167647.0588235294
7271,Dylan Seys,2019.0,351388.8888888889
7272,Dylan Smith,2023.0,83333.33333333333
7273,Dylan Tait,2022.0,335714.28571428574
7274,Dylan Tombides,2013.0,150000.0
7275,Dylan Vente,2023.0,655555.5555555555
7276,Dylan Williams,2021.0,125000.0
7277,Dynel Simeu,2022.0,900000.0
7278,Dzambolat Khastsaev,2012.0,65384.61538461538
7279,Dzambolat Tsallagov,2022.0,131818.18181818182
7280,Dzenan Burekovic,2021.0,306250.0
7281,Dzenan Pejcinovic,2023.0,1000000.0
7282,Dzenis Burnic,2018.0,676666.6666666666
7283,Dzhamal Dibirgadzhiev,2017.0,210714.2857142857
7284,Dzhamaldin Khodzhaniyazov,2018.0,360714.28571428574
7285,Dzhambulat Dulaev,2022.0,150000.0
7286,Dzhemal Kyzylatesh,2019.0,160416.66666666666
7287,Dzon Delarge,2017.0,542708.3333333334
7288,Dálcio,2021.0,521875.0
7289,Dániel Prosser,2021.0,230000.0
7290,Dániel Tőzsér,2013.0,1448913.043478261
7291,Dário Essugo,2023.0,1666666.6666666667
7292,Dávid Forgács,2014.0,90625.0
7293,Dávid Gróf,2022.0,307142.85714285716
7294,Démé N'Diaye,2014.0,561111.1111111111
7295,Dénis Duarte,2017.0,557142.8571428572
7296,Désiré Doué,2023.0,6960000.0
7297,Dídac Vilà,2021.0,1920833.3333333333
7298,Eamonn Brophy,2023.0,434588.23529411765
7299,Easah Suliman,2020.0,543750.0
7300,Ebenezer Akinsanmiro,2022.0,800000.0
7301,Ebenezer Annan,2021.0,125000.0
7302,Ebenezer Ofori,2023.0,725000.0
7303,Eberechi Eze,2023.0,15173333.333333334
7304,Ebert,2017.0,200000.0
7305,Ebinho,2014.0,200000.0
7306,Eboue Kouassi,2023.0,997222.2222222222
7307,Ebrar Cumur,2022.0,67857.14285714286
7308,Ebrima Colley,2022.0,3055555.5555555555
7309,Ebrima Darboe,2022.0,1650000.0
7310,Ed Turns,2022.0,250000.0
7311,Edafe Egbedi,2013.0,65625.0
7312,Edan Diop,2023.0,1250000.0
7313,Edder Farías,2015.0,502631.5789473684
7314,Eddi Gomes,2014.0,450000.0
7315,Eddie Nketiah,2023.0,15846153.846153846
7316,Eddie Salcedo,2022.0,5621428.571428572
7317,Eddy Gnahoré,2019.0,1378571.4285714286
7318,Eddy Israfilov,2015.0,408695.652173913
7319,Eddy Sylvestre,2020.0,350000.0
7320,Eden Ben Basat,2013.0,990277.7777777778
7321,Eden Hazard,2022.0,48710869.56521739
7322,Eden Karzev,2023.0,1162500.0
7323,Eden Massouema,2018.0,283333.3333333333
7324,Eden Shamir,2022.0,780357.1428571428
7325,Edenilson,2016.0,2325925.925925926
7326,Eder González,2023.0,328333.3333333333
7327,Eder Vilarchao,2012.0,140000.0
7328,Ederson,2014.0,4655357.142857143
7329,Ederson,2023.0,34340000.0
7330,Ederson Tormena,2015.0,541666.6666666666
7331,Edgar Abreu,2015.0,179545.45454545456
7332,Edgar Babayan,2023.0,305952.38095238095
7333,Edgar Bruno,2016.0,1120833.3333333333
7334,Edgar Cani,2013.0,469833.3333333333
7335,Edgar Caparrós,2020.0,58333.333333333336
7336,Edgar Costa,2022.0,718269.2307692308
7337,Edgar González,2023.0,3323529.411764706
7338,Edgar Ié,2023.0,2544827.5862068967
7339,Edgar Malakyan,2017.0,282291.6666666667
7340,Edgar Manucharyan,2017.0,462000.0
7341,Edgar Méndez,2021.0,1704000.0
7342,Edgar Pacheco,2020.0,375000.0
7343,Edgar Prib,2018.0,1339843.75
7344,Edgar Salli,2018.0,608333.3333333334
7345,Edgar Sevikyan,2023.0,550000.0
7346,Edgaras Cesnauskis,2014.0,1757826.0869565217
7347,Edgaras Dubickas,2019.0,91666.66666666667
7348,Edgaras Utkus,2023.0,641666.6666666666
7349,Edhy Zuliani,2022.0,50000.0
7350,Edi Semedo,2020.0,258333.33333333334
7351,Edimar,2015.0,721590.9090909091
7352,Edimilson Fernandes,2023.0,3954000.0
7353,Edin Cocalic,2020.0,624285.7142857143
7354,Edin Dzeko,2023.0,15846341.463414634
7355,Edin Lynch,2019.0,75000.0
7356,Edin Sehic,2019.0,233333.33333333334
7357,Edin Visca,2023.0,6471875.0
7358,Edinho,2018.0,1136111.111111111
7359,Edinson Cavani,2022.0,30193421.05263158
7360,Edison Flores,2017.0,1714285.7142857143
7361,Edisson Jordanov,2023.0,342241.3793103448
7362,Edivândio,2013.0,283333.3333333333
7363,Ediz Bahtiyaroglu,2012.0,934615.3846153846
7364,Edmar Galovskyi,2015.0,2170588.2352941176
7365,Edmond Tapsoba,2023.0,19317647.05882353
7366,Edmílson Junior,2018.0,3269444.4444444445
7367,Edno,2017.0,881578.947368421
7368,Edo Kayembe,2021.0,1703333.3333333333
7369,Edoardo Bianchi,2018.0,70454.54545454546
7370,Edoardo Blondett,2013.0,163043.47826086957
7371,Edoardo Bove,2023.0,2471428.5714285714
7372,Edoardo Bovolon,2016.0,167307.6923076923
7373,Edoardo Corvi,2019.0,105000.0
7374,Edoardo Goldaniga,2023.0,1436956.5217391304
7375,Edoardo Masciangelo,2014.0,261111.11111111112
7376,Edoardo Oneto,2015.0,86764.70588235294
7377,Edoardo Piana,2022.0,50000.0
7378,Edoardo Pieragnolo,2022.0,100000.0
7379,Edoardo Rezzi,2018.0,81250.0
7380,Edoardo Sbampato,2018.0,91071.42857142857
7381,Edoardo Soleri,2018.0,212500.0
7382,Edoardo Sottini,2020.0,300000.0
7383,Edoardo Stanghellini,2016.0,42307.692307692305
7384,Edoardo Vergani,2022.0,564285.7142857143
7385,Edon Zhegrova,2023.0,2709375.0
7386,Edouard Mendy,2022.0,14422500.0
7387,Edouard Michut,2023.0,1714285.7142857143
7388,Edson Braafheid,2017.0,1504347.8260869565
7389,Edson Farias,2018.0,432142.85714285716
7390,Edson Fernando,2023.0,366666.6666666667
7391,Edson Álvarez,2023.0,14000000.0
7392,Edu,2021.0,150000.0
7393,Edu,2023.0,200000.0
7394,Edu Albacar,2014.0,650000.0
7395,Edu Campabadal,2014.0,523863.63636363635
7396,Edu Expósito,2022.0,3010714.285714286
7397,Edu Ferreira,2016.0,75000.0
7398,Edu Frías,2017.0,154545.45454545456
7399,Edu Machado,2019.0,417187.5
7400,Edu Mancha,2020.0,250000.0
7401,Edu Oriol,2012.0,433333.3333333333
7402,Edu Payá,2014.0,141666.66666666666
7403,Edu Pinheiro,2015.0,100000.0
7404,Edu Ramos,2013.0,433695.652173913
7405,Eduard Bagrintsev,2022.0,133333.33333333334
7406,Eduard Baychora,2014.0,93750.0
7407,Eduard Dutu,2020.0,100000.0
7408,Eduard Kozik,2023.0,183333.33333333334
7409,Eduard Löwen,2021.0,3362500.0
7410,Eduard Sarapiy,2023.0,413888.8888888889
7411,Eduard Sobol,2023.0,1892592.5925925926
7412,Eduard Spertsyan,2023.0,2725000.0
7413,Eduardo,2013.0,1443181.8181818181
7414,Eduardo,2014.0,3014814.814814815
7415,Eduardo,2016.0,5627272.7272727275
7416,Eduardo,2019.0,3246875.0
7417,Eduardo,2020.0,800000.0
7418,Eduardo Baldé,2018.0,31250.0
7419,Eduardo Brito,2016.0,498750.0
7420,Eduardo Camavinga,2023.0,46807692.307692304
7421,Eduardo Fereira,2022.0,283823.5294117647
7422,Eduardo Guerrero,2023.0,290000.0
7423,Eduardo Henrique,2023.0,1465000.0
7424,Eduardo Herrera,2018.0,1050000.0
7425,Eduardo Kau,2021.0,200000.0
7426,Eduardo Neto,2012.0,668750.0
7427,Eduardo Quaresma,2023.0,4437500.0
7428,Eduardo Salvio,2018.0,10659375.0
7429,Eduardo Vargas,2016.0,4444531.25
7430,Eduards Visnakovs,2016.0,279761.90476190473
7431,Eduart Rroca,2023.0,436764.70588235295
7432,Edvard Kobak,2021.0,140000.0
7433,Edvin Bongemba,2022.0,50000.0
7434,Edvinas Gertmonas,2018.0,242647.0588235294
7435,Edward Chilufya,2022.0,1089583.3333333333
7436,Edward Ofere,2015.0,632692.3076923077
7437,Edwin Gyasi,2015.0,692000.0
7438,Edwin Herrera,2020.0,466666.6666666667
7439,Edwin Maanane,2015.0,267500.0
7440,Edwin Ouon,2016.0,265000.0
7441,Edwin Rodríguez,2022.0,242857.14285714287
7442,Edwin Venté,2020.0,200000.0
7443,Edú,2012.0,1307894.7368421052
7444,Eero Markkanen,2017.0,277777.77777777775
7445,Eetu Vertainen,2022.0,123611.11111111111
7446,Efe Akgül,2020.0,50000.0
7447,Efe Ambrose,2021.0,960000.0
7448,Efe Arda Koyuncu,2023.0,170000.0
7449,Efe Binici,2020.0,113888.88888888889
7450,Efe Can Sacikara,2021.0,78571.42857142857
7451,Efe Inanc,2012.0,1041176.4705882353
7452,Efe Sarikaya,2021.0,258333.33333333334
7453,Efe Tatli,2022.0,328846.1538461539
7454,Efe Tecimer,2023.0,50000.0
7455,Efe Özarslan,2016.0,625000.0
7456,Efecan Barlik,2023.0,171428.57142857142
7457,Efecan Karaca,2023.0,931250.0
7458,Efecan Mizrakci,2022.0,68750.0
7459,Efkan Bekiroglu,2023.0,727272.7272727273
7460,Efsan Gecgin,2013.0,79166.66666666667
7461,Efthymios Christopoulos,2022.0,164285.7142857143
7462,Efthymios Gamagas,2016.0,50000.0
7463,Efthymios Kotitsas,2012.0,275000.0
7464,Efthymios Kouloucheris,2013.0,476923.07692307694
7465,Efthymios Koulouris,2022.0,1486363.6363636365
7466,Egas Cacintura,2021.0,300000.0
7467,Ege Bilsel,2023.0,50000.0
7468,Ege Tiknaz,2023.0,50000.0
7469,Ege Özkayimoglu,2021.0,145000.0
7470,Egehan Gök,2023.0,156818.18181818182
7471,Egemen Korkmaz,2018.0,3093103.4482758623
7472,Egemen Pehlivan,2021.0,112500.0
7473,Egemen Zengin,2015.0,43750.0
7474,Eggert Gunnthór Jónsson,2019.0,663461.5384615385
7475,Eghishe Melikyan,2012.0,175000.0
7476,Egidio Arévalo Ríos,2012.0,1388157.894736842
7477,Egli Kaja,2018.0,66666.66666666667
7478,Egoitz Arana,2022.0,50000.0
7479,Egor Baburin,2022.0,549000.0
7480,Egor Chernyshov,2016.0,50000.0
7481,Egor Danilkin,2022.0,457500.0
7482,Egor Filipenko,2023.0,768548.3870967742
7483,Egor Generalov,2021.0,301666.6666666667
7484,Egor Golenkov,2023.0,351470.5882352941
7485,Egor Ivanov,2018.0,406818.1818181818
7486,Egor Karpitskiy,2023.0,245000.0
7487,Egor Mosin,2022.0,87500.0
7488,Egor Noskov,2022.0,125000.0
7489,Egor Pigaev,2021.0,43750.0
7490,Egor Pogostnov,2023.0,440000.0
7491,Egor Proshkin,2022.0,216071.42857142858
7492,Egor Prutsev,2020.0,275000.0
7493,Egor Sedov,2019.0,50000.0
7494,Egor Shamov,2023.0,373214.28571428574
7495,Egor Sorokin,2023.0,1730681.8181818181
7496,Egor Tarakanov,2014.0,135714.2857142857
7497,Egor Teslenko,2023.0,286363.63636363635
7498,Egor Totskiy,2022.0,120000.0
7499,Egor Tushev,2018.0,78125.0
7500,Egor Ushakov,2023.0,244444.44444444444
7501,Eguinaldo,2023.0,1150000.0
7502,Egídio,2014.0,1455000.0
7503,Ehiosun Ekigho,2013.0,483333.3333333333
7504,Ehsan Hajsafi,2023.0,1023913.0434782609
7505,Eidur Gudjohnsen,2013.0,4006000.0
7506,Eiji Kawashima,2022.0,1182142.857142857
7507,Eike Bansen,2020.0,213888.88888888888
7508,Einar Galilea,2017.0,193333.33333333334
7509,Eirik Johansen,2012.0,204166.66666666666
7510,Ejaita Ifoni,2022.0,140000.0
7511,Ejike Uzoenyi,2012.0,163636.36363636365
7512,Ekhi Bravo,2019.0,50000.0
7513,Ekrem Dag,2013.0,1890909.0909090908
7514,Ekrem Eksioglu,2013.0,841176.4705882353
7515,Ekrem Kayilibal,2021.0,75000.0
7516,Ekrem Kilicarslan,2023.0,80263.15789473684
7517,El Arbi Hillel Soudani,2020.0,2512500.0
7518,El Bilal Touré,2023.0,6412500.0
7519,El Chadaille Bitshiabu,2023.0,3250000.0
7520,El Fardou Ben,2017.0,1358928.5714285714
7521,El Hadji Dieye,2021.0,250000.0
7522,El Hadji Gueye,2020.0,200000.0
7523,El Mami Tetah,2022.0,113888.88888888889
7524,El-Hadji Ba,2014.0,503571.4285714286
7525,Elayis Tavsan,2023.0,800000.0
7526,Elbasan Rashani,2023.0,860416.6666666666
7527,Elber Evora,2020.0,83333.33333333333
7528,Elbeyi Guliyev,2015.0,90000.0
7529,Eldar Kuliev,2022.0,300000.0
7530,Elderson,2017.0,1638095.238095238
7531,Eldin Jakupovic,2022.0,713888.8888888889
7532,Eldin Lolic,2021.0,50000.0
7533,Eldor Shomurodov,2023.0,4773863.636363637
7534,Elfar Freyr Helgason,2016.0,180555.55555555556
7535,Elguja Lobjanidze,2016.0,298750.0
7536,Elhadji Pape Diaw,2018.0,248076.92307692306
7537,Eli Babalj,2014.0,202083.33333333334
7538,Eli Dasa,2023.0,1084375.0
7539,Eli Elbaz,2017.0,225000.0
7540,Eli Junior Kroupi,2023.0,400000.0
7541,Elia Bortoluz,2015.0,61666.666666666664
7542,Elia Bruzzi,2013.0,37500.0
7543,Elia Caprile,2023.0,868750.0
7544,Elia Giampà,2016.0,59166.666666666664
7545,Elia Soriano,2019.0,299218.75
7546,Elia Tantalocchi,2022.0,40000.0
7547,Eliandro,2012.0,273214.28571428574
7548,Eliano Reijnders,2023.0,414285.71428571426
7549,Eliaquim Mangala,2023.0,10818918.918918919
7550,Elias,2016.0,4427083.333333333
7551,Elias Abouchabaka,2020.0,221428.57142857142
7552,Elias Achouri,2023.0,315000.0
7553,Elias Bakatukanda,2023.0,250000.0
7554,Elias Bördner,2020.0,175000.0
7555,Elias Cobbaut,2023.0,2363888.888888889
7556,Elias Damergy,2022.0,187500.0
7557,Elias Hoff Melkersen,2022.0,316666.6666666667
7558,Elias Jelert,2023.0,1200000.0
7559,Elias Kachunga,2018.0,1591379.3103448276
7560,Elias Olsson,2021.0,225000.0
7561,Elias Oubella,2021.0,75000.0
7562,Elias Rusborg,2023.0,50000.0
7563,Elias Sierra,2021.0,358333.3333333333
7564,Elias Spago,2022.0,105000.0
7565,Elias Sörensen,2019.0,237500.0
7566,Elidon Qenaj,2023.0,66666.66666666667
7567,Eliesse Ben Seghir,2023.0,9100000.0
7568,Elijah Adebayo,2023.0,3250000.0
7569,Elijah Dixon-Bonner,2021.0,300000.0
7570,Elijah Just,2022.0,254545.45454545456
7571,Elikia Mbinga,2021.0,25000.0
7572,Elimane Coulibaly,2015.0,619444.4444444445
7573,Elini Dimoutsos,2019.0,772794.1176470588
7574,Elio Capradossi,2023.0,923750.0
7575,Eliot Matazo,2023.0,5488888.888888889
7576,Eliran Atar,2014.0,783750.0
7577,Elis Bakaj,2013.0,461363.63636363635
7578,Eliseo Falcón,2019.0,173076.92307692306
7579,Eliseu,2017.0,2584482.7586206896
7580,Elisha Owusu,2022.0,4118750.0
7581,Elizeu,2012.0,571428.5714285715
7582,Eljero Elia,2020.0,4557608.695652174
7583,Eljif Elmas,2023.0,13026315.789473685
7584,Eljon Toci,2021.0,116666.66666666667
7585,Elkin Soto,2015.0,997727.2727272727
7586,Ellery Balcombe,2023.0,243750.0
7587,Elliot Anderson,2023.0,3300000.0
7588,Elliot Embleton,2016.0,1100000.0
7589,Elliot Grandin,2013.0,827500.0
7590,Elliot Lee,2015.0,366666.6666666667
7591,Elliot Parish,2022.0,175000.0
7592,Elliot Watt,2018.0,400000.0
7593,Elliott Bennett,2015.0,992045.4545454546
7594,Elliott Frear,2019.0,194444.44444444444
7595,Elliott Moore,2016.0,669444.4444444445
7596,Elliott Ward,2015.0,989375.0
7597,Ellis Plummer,2017.0,100000.0
7598,Ellis Simms,2022.0,1883333.3333333333
7599,Ellyes Skhiri,2023.0,7352500.0
7600,Elmar Bjarnason,2020.0,471212.1212121212
7601,Elmir Nabiullin,2022.0,2456521.7391304346
7602,Elmo Lieftink,2018.0,323611.1111111111
7603,Eloge Yao,2016.0,745454.5454545454
7604,Elohim Rolland,2019.0,669230.7692307692
7605,Eloi Amagat,2017.0,237500.0
7606,Eloy Room,2023.0,1589285.7142857143
7607,Elroy Pappot,2013.0,165000.0
7608,Elsad Zverotic,2013.0,528571.4285714285
7609,Elseid Hysaj,2023.0,10356896.551724138
7610,Elso Brito,2016.0,135000.0
7611,Elson Hooi,2019.0,385526.3157894737
7612,Elton,2015.0,405555.55555555556
7613,Elton Acolatse,2019.0,528125.0
7614,Elton Kabangu,2023.0,358333.3333333333
7615,Elton Monteiro,2013.0,446875.0
7616,Elton N'Gwatala,2018.0,225000.0
7617,Elvedin Dzinic,2012.0,254210.52631578947
7618,Elves Baldé,2023.0,350000.0
7619,Elvio van Overbeek,2018.0,157692.3076923077
7620,Elvir Rahimic,2013.0,783333.3333333334
7621,Elvis Abbruscato,2012.0,915789.4736842106
7622,Elvis Kabashi,2012.0,229761.90476190476
7623,Elvis Kokalovic,2016.0,868095.2380952381
7624,Elvis Manu,2022.0,839285.7142857143
7625,Elvis Rexhbecaj,2023.0,2993750.0
7626,Elyaniv Barda,2012.0,1654166.6666666667
7627,Elyasa Süme,2016.0,1085185.1851851852
7628,Elye Wahi,2023.0,14000000.0
7629,Elías Már Ómarsson,2018.0,544736.8421052631
7630,Elías Pereyra,2021.0,462500.0
7631,Elías Rafn Ólafsson,2022.0,447222.22222222225
7632,Elízio,2014.0,360294.1176470588
7633,Emam Ashour,2022.0,950000.0
7634,Emanuel Aiwu,2022.0,1587500.0
7635,Emanuel Cecchini,2017.0,1010000.0
7636,Emanuel Dening,2017.0,440000.0
7637,Emanuel Emegha,2023.0,1555555.5555555555
7638,Emanuel Ercolano,2017.0,293750.0
7639,Emanuel Herrera,2013.0,950000.0
7640,Emanuel Insúa,2020.0,1130000.0
7641,Emanuel Mammana,2021.0,5625000.0
7642,Emanuel Novo,2017.0,173076.92307692306
7643,Emanuel Perrone,2017.0,630769.2307692308
7644,Emanuel Pogatetz,2013.0,2844642.8571428573
7645,Emanuel Sakic,2022.0,336956.52173913043
7646,Emanuel Vignato,2022.0,2883823.529411765
7647,Emanuele Allegra,2012.0,80952.38095238095
7648,Emanuele Calaiò,2018.0,1298076.923076923
7649,Emanuele Fenderico,2018.0,45833.333333333336
7650,Emanuele Gatto,2012.0,260869.5652173913
7651,Emanuele Geria,2012.0,56250.0
7652,Emanuele Giaccherini,2018.0,2950000.0
7653,Emanuele Monari,2016.0,39285.71428571428
7654,Emanuele Ndoj,2019.0,1123529.4117647058
7655,Emanuele Rovini,2019.0,264062.5
7656,Emanuele Spinozzi,2018.0,133928.57142857142
7657,Emanuele Suagher,2018.0,404166.6666666667
7658,Emanuele Terranova,2018.0,833593.75
7659,Emanuele Torrasi,2019.0,147500.0
7660,Emanuele Valeri,2022.0,948437.5
7661,Emanuele Valerio,2018.0,50000.0
7662,Emanuele Zamarion,2017.0,92857.14285714286
7663,Emanuele Zuelli,2021.0,664285.7142857143
7664,Embiya Ayyildiz,2020.0,114285.71428571429
7665,Emeka Eze,2023.0,559210.5263157894
7666,Emeka Nnamani,2021.0,154166.66666666666
7667,Emeric Depussay,2021.0,175000.0
7668,Emerson Hyndman,2018.0,1116666.6666666667
7669,Emerson Palmieri,2023.0,12146296.296296297
7670,Emerson Royal,2023.0,18057894.736842107
7671,Emil Audero,2023.0,6390217.391304348
7672,Emil Balayev,2015.0,485937.5
7673,Emil Berggreen,2021.0,730208.3333333334
7674,Emil Bergström,2023.0,1033333.3333333334
7675,Emil Bijlsma,2018.0,43750.0
7676,Emil Bodholdt-Larsen,2017.0,50000.0
7677,Emil Bohinen,2023.0,1311666.6666666667
7678,Emil Christensen,2016.0,50000.0
7679,Emil Damgaard,2018.0,60000.0
7680,Emil Forsberg,2023.0,12239285.714285715
7681,Emil Frederiksen,2021.0,255000.0
7682,Emil Hallfredsson,2018.0,1420161.2903225806
7683,Emil Hansson,2023.0,716666.6666666666
7684,Emil Holm,2023.0,1475000.0
7685,Emil Holten,2019.0,201666.66666666666
7686,Emil Höjlund,2023.0,112500.0
7687,Emil Johansson,2012.0,415384.6153846154
7688,Emil Konradsen Ceide,2023.0,1266666.6666666667
7689,Emil Kornvig,2022.0,343750.0
7690,Emil Krafth,2023.0,2308653.846153846
7691,Emil La Cour,2012.0,87500.0
7692,Emil Larsen,2016.0,802777.7777777778
7693,Emil Lyng,2016.0,318750.0
7694,Emil Mustafaev,2023.0,200000.0
7695,Emil Nielsen,2022.0,297826.0869565217
7696,Emil Nymann,2022.0,100000.0
7697,Emil Ousager,2014.0,165000.0
7698,Emil Peter Jörgensen,2014.0,113888.88888888889
7699,Emil Riis,2020.0,1191071.4285714286
7700,Emil Roback,2022.0,150000.0
7701,Emil Scheel,2017.0,265789.4736842105
7702,Emil Sögaard,2014.0,189285.7142857143
7703,Emil Velic,2015.0,193333.33333333334
7704,Emil Wass,2017.0,37500.0
7705,Emile Smith Rowe,2023.0,19242857.14285714
7706,Emiliano Albín,2015.0,325000.0
7707,Emiliano Alfaro,2013.0,938235.2941176471
7708,Emiliano Armenteros,2013.0,1697916.6666666667
7709,Emiliano Buendía,2023.0,14463157.894736841
7710,Emiliano Ellacopulos,2015.0,252272.72727272726
7711,Emiliano García,2012.0,251315.7894736842
7712,Emiliano Insúa,2018.0,3523805.5555555555
7713,Emiliano Marcondes,2023.0,1302083.3333333333
7714,Emiliano Martínez,2023.0,9112500.0
7715,Emiliano Moretti,2018.0,2525000.0
7716,Emiliano Purita,2023.0,306818.1818181818
7717,Emiliano Rigoni,2020.0,4373913.043478261
7718,Emiliano Romero,2015.0,300000.0
7719,Emiliano Sala,2018.0,4211764.705882353
7720,Emiliano Tortolano,2013.0,130208.33333333333
7721,Emiliano Velázquez,2018.0,1373275.8620689656
7722,Emiliano Viviano,2022.0,3540000.0
7723,Emilijus Zubas,2022.0,339583.3333333333
7724,Emilio Bernad,2022.0,150000.0
7725,Emilio Izaguirre,2018.0,2341176.470588235
7726,Emilio Kehrer,2022.0,329166.6666666667
7727,Emilio Kishta,2013.0,75000.0
7728,Emilio Mac Eachen,2012.0,250000.0
7729,Emilio Nsue,2016.0,1479285.7142857143
7730,Emilio Simonsen,2019.0,159090.9090909091
7731,Emiljano Shehu,2014.0,117857.14285714286
7732,Emiljano Vila,2013.0,276000.0
7733,Emin Aladag,2013.0,437500.0
7734,Emin Bayram,2023.0,655000.0
7735,Emin Can Uysal,2021.0,50000.0
7736,Emin Mahmudov,2016.0,662962.9629629629
7737,Emin Polat,2018.0,31250.0
7738,Emir Bajrami,2014.0,1019375.0
7739,Emir Dadük,2023.0,50000.0
7740,Emir Dautovic,2015.0,160714.2857142857
7741,Emir Dede,2020.0,168750.0
7742,Emir Dilaver,2021.0,1023648.6486486486
7743,Emir Kaan Gültekin,2023.0,320454.54545454547
7744,Emir Karic,2023.0,438888.8888888889
7745,Emir Kujovic,2018.0,785000.0
7746,Emir Köksal,2019.0,87500.0
7747,Emir Ortakaya,2021.0,450000.0
7748,Emir Senocak,2020.0,115625.0
7749,Emir Spahic,2016.0,3283333.3333333335
7750,Emir Tintis,2023.0,150000.0
